	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	f100	f101	f102
47	0.00657	-7.37378	-0.00062	2e-05	0.00263	9e-05	-0.04535	-21.49129	-0.69572	-0.00011	0.00178	5e-05	-0.07819	-15.70569	-0.52064	6e-05	0.0014	0.00012	0.02125	-15.09487	0.04855	-3e-05	-0.00025	-0.0001	-0.03689	-28.08709	-0.28266	-0.00011	-0.00452	7e-05	0.00728	-43.24205	0.1362	-0.00021	-0.00623	2e-05	0.01837	10.85763	0.03047	8e-05	-0.00119	-8e-05	-8e-05	-11.22198	0.04302	-6e-05	-0.0026	2e-05	-0.02778	-34.12621	-0.12193	-0.00021	-0.00511	-5e-05	-0.04688	-9.36858	-0.42999	-3e-05	0.00352	-5e-05	0.02385	42.15648	0.17428	0.00032	0.00825	-5e-05	0.01378	19.07655	0.00576	0.00016	0.00422	0.00013	0.03266	35.41325	0.0906	0.00023	0.00334	-0.0	-0.01192	20.26639	-0.06853	0.00012	0.00591	-3e-05	-0.00985	-3.65555	0.04391	-8e-05	-0.00326	-9e-05	-0.01632	24.8089	-0.28987	0.00028	0.00804	-0.00016	-0.02362	-25.36697	-0.28083	-0.00013	-0.00139	6e-05
48	-0.049	0.58912	-0.49332	0.0	0.00471	-0.00023	-0.10289	1.2279	-0.78872	-1e-05	-0.00287	-0.00017	-0.01022	-122.80947	-0.44775	-0.00066	-0.01407	-0.00024	-0.07895	31.03163	-0.49018	0.00027	0.00599	-9e-05	0.0444	37.72271	0.29094	0.00022	0.0037	0.00049	-0.09424	60.07191	-0.76004	0.00029	0.00628	-0.0002	-0.04822	29.81655	-0.16674	0.0001	0.00449	-6e-05	0.07636	24.72898	0.2633	5e-05	0.00872	0.00023	-0.04413	-88.12285	-0.17791	-0.00061	-0.01306	0.00016	0.04929	0.91124	0.05494	0.00011	0.00234	3e-05	-0.05365	-26.57954	-0.21556	-5e-05	-0.00302	0.0001	-0.03989	14.26012	-0.16869	9e-05	-0.00111	-0.00033	0.05728	-28.76823	0.03587	-0.0	0.0026	-8e-05	0.05774	65.31669	0.43469	0.00047	0.00667	-0.00011	-0.04296	9.62066	-0.12696	-9e-05	-0.00269	6e-05	-0.00179	44.65768	-0.03688	0.00033	0.00557	-0.00037	-0.03254	40.29761	-0.05639	0.00042	0.00903	-0.00019
49	-0.1034	-41.57589	-0.52528	-0.00035	-0.00391	0.00027	-0.12154	-75.07306	-1.37806	-0.0002	-0.00519	0.00041	-0.04465	-76.27644	-0.11802	-0.00057	-0.02236	0.00012	-0.01334	-51.65346	0.562	-0.00041	-0.01431	6e-05	-0.10503	-15.36749	-0.69135	-0.00028	-0.00361	0.00012	0.07074	-140.52669	0.50031	-0.00099	-0.02701	0.00045	-0.13146	-47.25397	-1.32319	-0.00019	-0.00059	-0.00027	-0.09717	9.11438	-1.29713	0.00023	0.00241	7e-05	-0.05224	41.90019	-0.11072	0.00032	0.00341	-5e-05	0.02823	101.15031	1.18734	0.00067	0.01386	-0.00032	-0.03868	-101.60148	-0.40586	-0.00072	-0.01783	0.00011	0.06651	40.87057	-0.25782	0.00024	0.00984	0.00018	-0.03407	61.03325	-0.69847	0.0002	0.01204	3e-05	0.0474	46.4335	0.76567	8e-05	-0.00132	-4e-05	0.054	-29.20424	0.85212	-0.00034	-0.00962	-0.00037	0.0479	-14.65126	0.65952	-8e-05	-0.0048	-0.00014	-0.01742	-102.89559	-0.3202	-0.00016	-0.00196	7e-05
50	-0.02909	-31.75816	-0.07875	-7e-05	-0.00292	0.00077	-0.09277	-62.59011	-0.75482	-0.00028	-0.00759	-3e-05	0.01847	-80.69158	0.23389	-0.00052	-0.01684	0.00017	0.02829	53.57704	0.03006	0.00033	0.00763	0.00024	-0.0567	-40.64266	-0.34614	-0.00027	-0.00347	0.0002	-0.02178	-70.6215	-0.15435	-0.0004	-0.00796	0.00042	0.05754	128.33621	0.28218	0.00096	0.02099	0.00017	-0.01832	12.18345	-0.18222	8e-05	0.00128	3e-05	-0.04501	27.94258	0.05654	-0.00013	-0.00212	9e-05	0.03267	-102.81841	-0.01429	-0.00057	-0.01663	0.00021	-0.0431	-41.86175	-0.21713	-0.00041	-0.01075	0.00037	0.00113	-57.84792	-0.16687	-0.00041	-0.00735	0.00086	0.0362	-38.87995	0.15934	-0.00026	-0.00327	0.00011	0.06682	54.98837	0.5459	0.00026	0.00645	-9e-05	0.00055	19.87188	-0.04222	0.00033	0.00239	-0.00016	0.01569	-5.70982	0.11461	-3e-05	-0.00256	-0.00027	0.06695	-48.00966	0.05955	-0.00039	-0.00496	0.00051
51	0.08559	104.37715	0.72102	0.00038	0.01011	0.00059	-0.04481	179.91648	-0.88487	0.00117	0.03586	0.00022	-0.01265	122.6828	-0.59143	0.00095	0.0305	0.00031	0.02859	23.4938	0.29905	0.00013	0.0063	-7e-05	0.069	-99.63828	0.03881	-0.00029	-0.00589	9e-05	-0.04846	-133.90718	-0.25121	-0.00092	-0.01881	0.00036	-0.01115	-74.88246	-0.35646	-0.00055	-0.00767	0.0001	-0.0961	0.22202	-0.52536	0.00028	0.01053	-0.00041	-0.08448	-76.23258	-0.32939	-0.0004	-0.01001	0.00014	0.02479	102.96552	0.06233	0.00087	0.02585	-0.00016	0.05715	-42.82813	0.24619	-0.00027	-0.01035	-0.0002	0.06559	71.10574	0.33893	0.00048	0.00881	-0.00036	-0.03474	-169.9916	-0.33382	-0.00111	-0.02825	-0.00035	0.03949	-21.81842	0.23761	-6e-05	-0.0007	-4e-05	0.07889	-212.31036	0.56232	-0.00116	-0.03268	0.0002	0.07052	-235.25868	0.49654	-0.0015	-0.03899	0.00022	-0.07361	-171.84763	-0.28105	-0.00106	-0.02708	-0.00027
52	-0.13077	-56.11144	-1.15727	-0.00025	-0.00922	0.00011	-0.06558	-10.94886	-0.76501	0.00013	0.0066	-7e-05	0.05785	24.0022	0.3712	4e-05	0.00349	9e-05	0.04488	101.48724	0.61126	0.0005	0.01542	-7e-05	-0.01484	22.91436	-0.48877	0.00021	0.016	0.0002	-0.06869	1.40489	-0.47205	-0.0	0.00053	0.0	0.07987	48.60966	1.23169	0.00016	0.00306	0.00019	0.01491	-35.48676	-0.36083	-0.0001	0.00088	0.0001	-0.00326	-1.08778	-0.08793	0.0003	0.01423	0.00014	0.06994	27.0955	0.48576	0.0001	0.0039	6e-05	0.04423	95.69217	0.7848	0.00044	0.01427	8e-05	-0.01794	-60.29266	-0.29468	-0.00033	-0.00558	0.00015	0.0106	-24.79752	-0.7473	4e-05	0.00521	-0.0002	0.06872	15.38266	1.05157	2e-05	0.0006	0.00017	-0.046	-51.86762	-0.38182	-0.00032	-0.01076	7e-05	-0.00271	10.0465	-0.32808	8e-05	0.00634	-1e-05	0.01229	111.91618	0.31304	0.00057	0.0167	0.0003
53	0.04753	-23.3262	-0.00479	-4e-05	-0.0004	8e-05	-0.05476	-44.85763	-0.55916	-0.00022	0.00069	0.00027	0.02127	-33.58909	-0.05175	-0.00018	0.00037	-8e-05	0.04044	38.59358	0.4737	0.00031	0.00756	0.00011	-0.10466	41.44488	-0.5766	0.00021	0.00628	0.00023	-0.02895	-33.50309	-0.97341	-0.00034	-0.00282	-0.00021	0.01308	-85.71974	0.54827	-0.00036	-0.01088	7e-05	-0.09514	49.03808	-0.60814	0.00041	0.0082	-0.00029	-0.00369	63.90205	-0.19693	0.00042	0.01337	0.0001	-0.05749	-100.20749	-0.30829	-0.00061	-0.0166	-0.00016	-0.00366	111.72342	-0.06569	0.00086	0.02471	0.00057	0.05126	2.91092	0.77492	-0.00012	-0.0068	-0.00012	0.0166	36.60998	-0.18271	0.00021	0.00337	0.00014	-0.02059	89.65392	0.08445	0.00034	0.00934	4e-05	-0.02731	-49.39344	0.06703	-0.00025	-0.00712	-7e-05	-0.06662	16.45942	-0.00178	0.00011	0.00019	7e-05	-0.09202	-18.55581	-0.56258	-0.00017	-0.00816	-8e-05
54	0.00795	12.65657	0.07223	0.00019	0.00614	-0.00023	-0.10711	-3.58969	-0.9496	0.00017	0.00749	-0.00012	0.10053	-7.24602	0.45607	0.0002	0.00922	0.00025	0.04471	7.07237	0.2242	0.00015	0.00189	-0.00017	-0.09636	-10.68121	-0.62597	-5e-05	-0.00104	-0.00016	-0.00469	-91.99357	-0.33236	-0.00031	-0.00428	0.00014	0.12846	76.03014	0.50181	0.00046	0.01552	0.00012	0.02565	4.15048	0.20884	3e-05	0.00285	-4e-05	8e-05	114.09477	0.51066	0.00069	0.01838	0.00044	0.08697	98.29362	0.49389	0.00053	0.01674	0.00012	-0.00093	33.79381	-0.06825	0.00021	0.00926	6e-05	-0.02118	53.5697	-0.10481	0.00046	0.01366	0.00011	0.04697	-40.59189	0.18214	1e-05	-0.0007	-2e-05	0.02009	-34.26375	0.04205	-0.00013	-0.00383	-0.00035	0.03413	-26.44847	0.00235	2e-05	0.00739	0.00017	0.0114	-42.17262	0.04648	-7e-05	-0.00237	-8e-05	0.04955	59.71064	0.32214	0.00037	0.00876	-4e-05
55	0.00656	58.57272	0.6019	1e-05	0.00973	0.00014	-0.21329	-125.57089	-1.382	-0.00078	-0.01665	-0.00019	0.06952	118.70201	0.47149	0.00108	0.02569	0.0002	-0.08457	-211.7089	-0.69762	-0.00131	-0.03388	-5e-05	-0.06247	-164.89614	-0.51045	-0.00124	-0.02399	-7e-05	0.02622	35.39576	0.00687	0.00048	0.00816	-0.00013	-0.06773	-248.90471	-0.47887	-0.00129	-0.035	-0.00018	0.00378	-219.25448	-0.39561	-0.0016	-0.03645	9e-05	0.12291	222.94275	1.1695	0.00121	0.02258	4e-05	0.02275	130.64131	-0.23514	0.00079	0.02164	0.00047	-0.09044	-33.95454	-0.96979	-0.00022	-0.00724	-4e-05	-0.09392	2.52561	0.00181	-1e-05	-0.00854	0.00028	0.01287	66.568	-0.26372	0.00085	0.02241	0.00026	-0.01933	-35.01291	0.40942	-0.00025	-0.00652	8e-05	0.08963	110.36433	0.846	0.00045	0.0089	-0.00012	-0.07333	-117.43728	-0.85297	-0.0004	-0.01396	-0.00022	-0.05492	-174.34157	-0.49261	-0.00115	-0.03412	-0.00035
56	0.01876	47.64349	-0.13427	0.0005	0.01556	-4e-05	-0.09352	-40.48962	-0.9638	-7e-05	0.00012	-7e-05	0.09533	5.15731	0.54612	0.00015	0.0092	0.00018	0.04879	12.55778	0.46132	0.00019	0.00427	-4e-05	-0.07502	58.83324	-0.73155	0.00052	0.01621	-0.00022	-0.04003	-22.87997	-0.38959	6e-05	0.00471	0.0002	0.10817	35.03615	0.72716	0.00022	0.00738	-6e-05	0.0142	67.53584	-0.01544	0.0004	0.01433	2e-05	0.02441	80.42506	0.1987	0.00041	0.01273	0.00044	0.03461	27.89277	0.30367	0.00014	0.00241	1e-05	0.05087	20.94375	0.17786	0.00013	0.00584	0.0002	-0.01364	39.27504	-0.04009	0.00029	0.00994	0.00014	-0.01064	15.04708	-0.07959	0.00029	0.00499	-0.00028	0.02792	-13.2532	0.11534	1e-05	-0.00196	-0.00012	0.03131	-29.72726	-0.20449	0.0	0.00631	0.00026	0.01112	46.28062	0.1735	0.00029	0.00999	-8e-05	0.00801	93.86832	0.06683	0.00051	0.01617	5e-05
57	-0.13265	-151.43123	-0.66383	-0.0006	-0.02078	0.00041	-0.02892	58.61759	-0.20186	0.00066	0.02	6e-05	-0.07363	-21.05534	0.06577	-0.00024	-0.01793	0.0002	0.02514	-109.61203	-0.05312	-6e-05	-0.00021	0.00053	-0.12954	51.90152	-0.28413	0.00034	-0.00151	0.0004	0.0776	-50.06521	0.32492	-0.00016	-0.00093	-0.00017	0.04039	-56.07985	0.08842	-0.00031	-0.00354	-0.00016	0.11263	185.47134	1.08882	0.00096	0.02402	0.00031	-0.10241	129.36259	-0.71024	0.00093	0.01797	-3e-05	-0.03664	44.40187	-0.09306	0.00022	0.00169	-3e-05	0.15065	13.053	0.92648	0.00018	0.005	-7e-05	-0.02863	-110.60061	-0.639	-7e-05	-0.00656	-2e-05	-0.04287	-29.66763	-0.40679	-0.00013	0.00011	0.0	0.03709	19.87654	0.00917	0.00034	0.00115	-0.00037	0.07044	-83.10905	0.16743	-0.00049	-0.00858	-0.00014	-0.05109	73.4399	0.18159	0.00045	0.00527	-0.00027	-0.08296	94.92186	-0.49714	0.00038	0.01047	0.00039
58	0.12682	91.20156	0.86593	0.00053	0.01371	-3e-05	0.00927	16.86846	0.06831	0.00037	0.00882	0.00021	0.04966	63.15504	0.40428	0.0004	0.01746	0.00039	-0.00035	29.31774	-0.1931	0.00018	0.00858	0.00044	-0.03219	-60.91658	-0.37263	-0.00024	-0.00852	-0.00052	-0.04262	92.67027	-0.15898	0.00056	0.01519	0.00012	-0.07365	89.26134	-0.28683	0.00029	0.00732	0.00023	-0.05267	102.60711	-0.04878	0.00087	0.01311	-0.0003	-0.0246	-137.8174	-0.27163	-0.00061	-0.02087	-0.00081	-0.07461	23.86051	-0.25618	-6e-05	-0.0059	-0.00014	-0.03253	53.35838	0.12179	0.00018	0.00363	-0.00023	-0.07582	7.49254	-0.26755	1e-05	-0.00209	-0.00043	-0.06015	-41.10721	-0.16653	-0.00018	-0.01125	-0.00016	-0.02234	116.35948	-0.15726	0.00054	0.01948	0.00065	-0.04297	46.89853	-0.32523	0.00037	0.01063	-0.00025	0.02453	-50.25945	0.29337	-0.00011	-0.00211	0.00026	0.05996	151.45014	0.53871	0.00072	0.02357	0.00072
59	-0.01529	-45.03588	-0.36195	-0.00017	-0.00192	-5e-05	0.08063	-11.3058	0.19136	-0.0002	-0.00184	-0.00029	0.13305	18.05553	0.70788	-3e-05	-0.00206	-7e-05	0.05077	-13.09607	-0.4768	6e-05	0.00632	0.00012	0.07039	13.52485	0.51044	-9e-05	0.00228	-0.00014	0.16013	135.00638	0.76038	0.00067	0.01913	-0.00016	-0.05348	-70.21252	0.01804	-0.00058	-0.02054	0.0003	-0.05088	-9.37947	-0.39012	0.00015	0.00096	0.00022	0.03879	132.69804	0.51805	0.00052	0.00883	-7e-05	0.06697	-181.41173	0.34915	-0.00102	-0.02012	-0.00032	0.00866	42.91965	0.26296	-0.0	-0.00339	0.00047	0.05742	-142.26166	0.48638	-0.00075	-0.02934	-0.00024	0.00364	-127.97274	1.27005	-0.00103	-0.03331	-7e-05	-0.05229	-113.80704	-0.48546	-0.00071	-0.01727	-5e-05	-0.00401	142.3576	0.29145	0.00044	0.00835	0.00039	0.08769	-28.32602	0.31207	3e-05	-0.00274	-0.00038	-0.08581	-101.89466	-0.66281	-0.00045	-0.01162	-0.00041
60	-0.04216	-86.44377	-0.4626	-0.0006	-0.00905	-4e-05	0.06629	5.21334	0.62861	-5e-05	-0.00016	0.00026	-0.07091	-61.40612	-0.5095	-0.00014	0.00087	0.00025	-0.06673	67.48025	-0.41248	0.00048	0.00901	7e-05	0.08354	162.68592	0.1548	0.00146	0.03314	2e-05	-0.02512	79.65429	-0.41498	0.00055	0.0187	-9e-05	-0.02031	-90.45754	-0.52706	-0.00026	-0.00478	-0.00014	0.0053	71.45639	0.00286	0.00036	0.00404	-7e-05	-0.03999	-42.29844	-0.53576	0.00026	0.00536	9e-05	0.03203	78.7809	0.04993	0.00052	0.01435	0.00022	-0.07757	-65.32422	-0.35869	-0.00055	-0.00708	0.00042	-0.02625	101.8977	-0.07024	0.00078	0.02123	0.00034	0.00174	-27.06512	0.61697	-0.00046	-0.01631	-0.00012	0.06647	102.91074	0.72058	0.00082	0.01707	0.00011	0.06509	0.36209	0.59049	2e-05	-0.00066	0.00024	-0.00177	-124.71685	-0.06615	-0.00079	-0.01709	0.00012	-0.05666	-24.02663	-0.28349	-1e-05	-0.00137	-0.00019
61	-0.03256	-58.90473	-0.11209	-0.00021	-0.00696	0.0001	-0.03616	4.10854	-0.36193	-7e-05	0.0005	-0.00026	0.01878	-65.80623	0.00667	-0.00044	-0.00414	0.00014	0.02012	54.2911	-0.22478	0.00041	0.01408	0.00021	0.00334	-22.76884	-0.1577	-8e-05	7e-05	-4e-05	-0.06061	-6.5077	-0.43884	0.0002	0.0031	0.00011	0.02917	-68.19395	0.41277	-0.00031	-0.01103	-4e-05	0.01725	-25.30607	0.0262	-5e-05	-0.00177	-7e-05	0.03469	-5.74691	0.18764	7e-05	0.00081	0.00021	-0.02219	22.19974	0.14285	8e-05	-0.00016	0.00011	-0.00776	-31.92172	-0.06591	-0.00019	-0.00436	4e-05	-0.03013	85.63811	-0.04458	0.00037	0.01068	0.00017	0.04455	57.73392	-0.07602	0.0003	0.01424	9e-05	-0.00493	-48.88986	0.12824	-0.00027	-0.00812	0.0003	0.002	-50.16095	-0.1566	-9e-05	-0.00167	0.00015	-0.0455	-21.14684	-0.50224	-0.00014	-0.00338	-3e-05	0.06369	-5.12901	0.481	-5e-05	-0.00118	-0.00026
62	-0.04894	-43.54862	-0.48127	-0.00012	-0.00385	-0.00052	-0.05777	16.62157	-0.29675	7e-05	0.00245	3e-05	-0.01155	-25.77862	-0.12677	-5e-05	0.00211	0.00024	0.01529	40.71388	0.03077	0.00032	0.00767	-0.00014	0.08624	-88.96099	0.28834	-0.00043	-0.01238	-3e-05	-0.05964	137.63992	-0.27428	0.00066	0.01939	0.00026	0.00301	-107.49717	0.01275	-0.00049	-0.01664	6e-05	-0.00165	54.88777	0.07898	0.00014	0.001	1e-05	0.00287	14.3371	0.19414	1e-05	0.00148	8e-05	0.02158	81.29952	0.30938	0.00023	0.00695	-0.00014	-0.00592	-93.40258	0.07195	-0.00058	-0.01769	-0.00019	0.03582	81.66919	-0.0609	0.00054	0.01489	8e-05	-0.06741	-22.10846	-0.24105	-0.00014	-0.006	0.0	-0.0578	-35.04728	0.07691	-0.00039	-0.01155	-8e-05	0.03867	-29.40282	-0.16027	8e-05	0.00105	-7e-05	-0.01885	95.32463	0.18239	0.0003	0.00751	-0.00026	0.05531	54.16449	0.91576	0.00024	0.00164	3e-05
63	0.00813	78.09471	-0.1736	0.00059	0.01326	-0.0001	0.00744	82.417	0.05011	0.00027	0.00615	-0.00039	-0.05638	-38.28971	-0.3628	-0.00019	-0.0014	-0.00021	-0.00912	28.51341	0.15982	0.0001	0.00395	0.00082	0.07223	-143.20826	0.19284	-0.00037	-0.00858	-0.0002	-0.0083	17.24704	-0.13715	1e-05	0.0051	0.00022	-0.04504	-76.19916	-0.11791	-0.00048	-0.01407	5e-05	-0.02732	-3.40882	0.00464	-0.00021	-0.00607	-0.00033	0.0442	-47.40563	0.48361	-0.0001	-0.00702	-6e-05	0.00099	86.56484	-0.11619	0.00072	0.01402	-0.0002	0.07938	-46.19849	0.34225	-0.00041	-0.00807	-0.00044	-0.01672	-166.27005	-0.0617	-0.00088	-0.02476	-0.00019	-0.03636	56.10039	-0.17137	0.00028	0.00611	0.00022	0.0135	54.28379	0.19489	0.00069	0.01376	-0.0003	0.02932	12.85823	0.02395	0.00039	0.00875	0.0006	0.07039	-100.14019	0.73489	-0.00058	-0.01753	0.00047	-0.07252	115.71275	-0.22754	0.00055	0.01118	-4e-05
64	0.02662	-0.38652	-0.09468	-1e-05	0.00301	-0.00019	-0.06028	12.01603	-0.54307	0.00011	0.00227	-0.0002	0.0411	62.0468	0.38292	0.00041	0.01257	-4e-05	0.09643	142.65128	0.5501	0.00083	0.02326	2e-05	0.00093	15.55935	0.35714	6e-05	-0.00087	0.00015	-0.07352	84.70093	-0.38537	0.0006	0.01881	-9e-05	-0.01948	123.53655	-0.11054	0.00078	0.02248	-8e-05	0.01248	-82.68269	-0.10507	-0.00047	-0.01028	3e-05	0.05849	20.71737	0.3661	-0.00011	-0.00191	-0.00011	-0.06529	48.26573	-0.14602	0.00025	0.00529	0.00017	-0.08482	86.84171	-0.56487	0.00044	0.01069	8e-05	0.01817	72.61608	-0.02178	0.00024	0.00916	-0.0002	0.03922	44.16257	0.35109	9e-05	0.00741	-3e-05	-0.02326	70.31728	-0.22053	0.00025	0.00436	0.00035	-0.05135	58.77562	-0.0894	0.00037	0.00468	-6e-05	-0.03822	7.21649	-0.0938	-5e-05	-0.00225	-0.0001	-0.06605	-20.58595	-0.4029	-5e-05	-0.00414	-6e-05
65	-0.0461	-137.35695	-0.63492	-0.00051	-0.01172	-0.00032	-0.04153	12.57666	-0.17625	0.00022	0.00449	0.00012	-0.03637	27.49204	-0.14688	0.00023	0.00552	0.00055	0.00529	-71.81902	0.14984	-0.00044	-0.0136	-0.00026	-0.04935	116.98286	-0.27296	0.00047	0.0221	0.0008	-0.08045	-105.06017	-0.44903	-0.00049	-0.01445	-0.00058	-0.00111	40.4465	-0.03527	0.00036	0.00802	0.00015	0.02117	106.28698	0.42905	0.00065	0.01236	-0.00014	0.02357	-51.92633	-0.1182	-4e-05	0.00084	-0.00023	0.03822	169.12939	0.40411	0.00091	0.02518	0.00054	0.01063	-104.26343	0.24309	-0.00058	-0.01727	-0.00014	0.03646	15.11205	0.32747	-9e-05	-0.00258	0.00015	-0.00875	34.1996	-0.17254	0.00024	0.00895	-4e-05	-0.04619	-71.09971	-0.18794	-0.00034	-0.01137	9e-05	0.02777	56.98209	0.2866	0.00031	0.00908	0.0009	-0.03332	-75.41639	-0.07898	-0.00028	-0.00961	4e-05	-0.02219	-37.4327	-0.03354	-0.00027	-0.00781	5e-05
66	0.05095	45.60193	0.11513	0.00053	0.01662	-0.00015	-0.09519	-5.49094	-1.04266	0.00016	0.00638	-0.0001	0.06677	19.20217	0.15325	0.00022	0.01087	0.00012	0.03204	-9.88755	0.23283	6e-05	0.00158	-0.00033	-0.09836	31.40777	-0.75842	0.00034	0.01135	-0.0003	-0.00178	-57.70709	-0.3544	-0.00021	0.00138	0.00016	0.09329	53.65313	0.69386	0.00023	0.00723	0.00017	0.01308	32.54026	0.19572	0.00019	0.00546	1e-05	0.00062	125.88365	0.09219	0.00078	0.02231	0.00043	0.04034	42.78109	0.4948	0.00014	0.00383	-5e-05	-0.00701	39.73122	0.02427	0.0004	0.01006	-0.00013	-0.02113	72.21939	-0.02593	0.00058	0.01687	0.00026	-0.02945	-33.33562	-0.39167	5e-05	0.00156	-0.00022	-0.03502	28.58192	-0.48745	0.00048	0.00992	-0.00026	0.05374	-28.32381	0.36645	-0.00014	0.00256	0.00021	0.03716	34.51605	0.20328	0.00028	0.01087	0.00015	0.02836	70.4512	0.11393	0.00041	0.01113	-0.00033
67	0.01027	-38.60601	0.26653	-8e-05	-0.00253	-0.00047	0.03645	-15.95285	0.07149	-4e-05	0.00015	-8e-05	-0.00396	52.76709	-0.0253	0.00034	0.01173	-9e-05	0.02102	-13.11335	0.08545	-4e-05	-0.00138	0.00026	-0.02279	47.42258	-0.38121	0.00029	0.00786	-4e-05	-0.0285	-35.17947	-0.36432	-0.00021	-0.00261	6e-05	-0.01221	-16.80308	-0.01931	-9e-05	-0.00428	-8e-05	0.02493	36.12788	0.19238	0.00013	0.00248	0.0001	0.02573	82.64753	-0.08443	0.0004	0.01309	0.00015	-0.01095	-8.7239	0.09253	-0.00012	-0.00468	9e-05	0.02261	-12.98776	0.15547	-0.00015	-0.00432	-4e-05	0.02772	-8.35962	0.28352	-0.00013	-0.00501	-0.00019	0.01236	-3.71389	0.10769	5e-05	0.0001	9e-05	-0.00355	69.67455	-0.04332	0.0003	0.00861	0.0	-0.03724	-31.52603	-0.20373	-0.00031	-0.00898	-0.0001	-0.04888	-0.30195	-0.0411	-0.00012	-0.00265	-6e-05	0.00235	78.45264	0.0169	0.00047	0.01083	0.00012
68	0.07629	28.44567	0.58319	0.00015	0.00181	-0.00033	-0.05577	38.64802	-0.41972	0.00033	0.00847	-0.0	0.09727	-52.22837	0.65334	-0.0003	-0.00658	-9e-05	0.10018	-184.02277	0.80552	-0.00097	-0.02237	-0.00017	0.04778	-90.20306	-0.0473	-0.00043	-0.00566	0.00027	-0.01832	-109.10393	-0.521	-0.00065	-0.01073	-0.00022	0.00949	-8.20346	-0.0444	-3e-05	0.00163	-2e-05	0.00272	82.9241	0.43089	0.00027	0.01083	-0.00013	-0.02197	20.106	-0.08528	-6e-05	0.0063	-0.00018	0.02051	-19.40677	-0.05588	-7e-05	0.00109	0.00013	-0.05098	-44.88533	-0.39261	-0.00016	-0.00501	-5e-05	-0.08801	-86.90852	-0.53792	-0.00035	-0.00976	0.00029	-0.02337	-4.90395	-0.10359	0.00036	0.0078	0.00015	0.04738	46.91327	0.3048	0.00024	0.00542	-0.00032	-0.06716	133.76848	-0.26049	0.00077	0.01731	-1e-05	-0.08326	10.42897	-0.59904	0.00013	0.00203	5e-05	-0.04725	88.88451	0.10691	0.00033	0.01112	5e-05
69	0.11802	95.50978	0.86631	0.00047	0.01942	-0.00089	0.01327	55.40053	0.14925	0.00023	0.00569	2e-05	0.03946	97.71463	0.03012	0.00047	0.01788	0.00114	0.06381	97.60111	0.15916	0.00044	0.01524	-0.00079	0.09737	160.49186	-0.00791	0.00082	0.02389	0.00078	0.02491	101.08058	-0.16655	0.0005	0.01843	0.00058	0.04396	133.61837	0.3695	0.00056	0.01509	-0.00045	0.02537	64.97909	0.23068	0.00021	0.00669	0.00019	0.04691	109.46632	0.52799	0.00064	0.019	0.00082	0.04999	111.96754	0.41982	0.00039	0.01689	-0.00018	-0.00153	121.67688	0.0265	0.0005	0.01808	0.00037	-0.01122	104.46955	0.01481	0.00028	0.00894	0.00058	-0.05968	130.66075	-0.39561	0.00056	0.01417	-0.00015	-0.00791	125.87148	-0.15556	0.00068	0.02086	0.0	-0.04395	120.33195	-0.24327	0.00049	0.01409	0.00024	-0.0388	44.0873	-0.2554	0.00024	0.00454	-0.00026	0.00251	104.91165	0.09533	0.00049	0.01193	0.00047
70	-0.0641	-62.95685	-1.02783	-0.00017	-0.00359	1e-05	-0.11508	-59.90107	-0.38907	-0.00041	-0.01153	0.00013	0.07964	75.73334	0.47331	0.00041	0.01725	0.00024	0.10714	-5.37043	0.71434	-3e-05	0.00664	-2e-05	-0.03125	13.81427	-0.82841	0.00014	0.00727	7e-05	-0.00047	-31.3951	-0.41639	-4e-05	-0.00131	0.00037	0.0969	40.98219	1.21835	0.00027	0.00347	2e-05	-0.02062	-39.52773	-0.59256	-0.00027	-0.00313	0.00015	-0.01498	-25.49035	0.14788	-0.00028	-0.00707	0.00021	0.0071	13.43509	0.28721	6e-05	0.00185	4e-05	0.0723	93.98818	0.25651	0.00053	0.01538	1e-05	-0.03116	-13.47847	-0.27694	-3e-05	-0.0001	0.00045	-0.05113	66.55897	-0.45095	0.00037	0.01424	8e-05	0.16558	62.66335	1.32447	0.00029	0.01021	0.00019	-0.06534	-80.55019	-0.7269	-0.00039	-0.00771	0.00013	-0.11131	32.57552	-0.10901	6e-05	-0.00241	-2e-05	0.01211	1.26746	0.29221	8e-05	0.00269	0.00011
