protein	class	features
>11305	1	-0.16489,-1076.31150,0.09200,-0.00495,-0.16813,-0.00002,-0.98890,849.94125,-4.29000,0.00356,0.08325,-0.00074,0.28366,-1200.85583,-0.16333,-0.00510,-0.13815,-0.00032,0.82569,1739.09500,2.41500,0.00841,0.31962,-0.00223
>11317	1	-0.10725,-704.17109,0.03327,-0.00410,-0.11626,0.00433,-0.88583,556.29310,-3.99502,0.00283,0.04574,-0.00137,0.22420,-858.62026,-0.02316,-0.00382,-0.09785,-0.00243,0.73686,946.43844,3.03327,0.00558,0.20398,-0.00418
>11321	1	-0.69626,-176.26340,-0.49444,-0.00454,-0.11936,0.00335,-0.23482,680.88957,0.09689,0.00476,0.10711,0.00015,0.06167,-671.53886,-0.82505,-0.00424,-0.10401,-0.00228,0.21398,-114.65524,0.27231,0.00076,0.01126,-0.00264
>11324	1	-0.62104,-192.58624,-0.50981,-0.00428,-0.11088,0.00336,-0.07088,636.48266,0.64648,0.00433,0.09791,0.00023,0.25452,-492.74467,0.14417,-0.00360,-0.09288,-0.00186,0.32995,-183.47933,0.37669,0.00046,0.00820,-0.00197
>11333	1	-0.34146,-624.49982,-1.90027,-0.00540,-0.13325,0.00480,-0.10574,745.14140,0.91265,0.00452,0.10951,-0.00106,-0.05126,-1570.78274,-1.32531,-0.00829,-0.21275,-0.00556,-0.59571,404.04173,-0.54693,0.00283,0.05251,-0.00598
>11337	1	-0.40754,-354.14708,0.22875,-0.00460,-0.13305,0.00187,-0.36693,474.53050,-0.88027,0.00426,0.09507,0.00002,0.07065,-960.49554,-1.09593,-0.00602,-0.14015,-0.00260,0.42958,172.94328,-0.13508,0.00280,0.07707,-0.00324
>11340	1	-0.29701,-117.41786,-0.24819,-0.00213,-0.06188,0.00388,0.03587,300.24846,0.81989,0.00185,0.05472,0.00021,-0.30679,-332.29250,-1.87040,-0.00151,-0.01762,-0.00211,-0.54961,-329.23273,-1.72123,-0.00306,-0.08552,-0.00204
>11341	1	-0.44355,-439.77213,-0.63723,-0.00473,-0.12982,0.00224,-0.29976,506.70129,-0.89402,0.00404,0.09548,-0.00073,0.50406,-463.40746,1.21997,-0.00305,-0.08141,-0.00136,0.48818,-552.35902,-0.10194,-0.00195,-0.03930,-0.00180
>11345	1	-0.30425,-225.47527,-2.34527,-0.00264,-0.07378,0.00486,0.30272,422.82106,2.30106,0.00158,0.02406,-0.00293,-0.01267,-1781.96087,-0.84730,-0.00852,-0.25689,-0.00801,-1.17433,-60.70265,-1.51741,-0.00237,-0.05345,-0.00521
>11362	1	-0.06326,248.67612,1.42187,-0.00157,-0.04780,0.00361,0.31538,4.49127,1.19020,-0.00021,-0.02126,-0.00242,-0.02924,-1887.32495,-0.80015,-0.00849,-0.26367,-0.00662,-1.09819,-961.24769,-3.30027,-0.00628,-0.15498,-0.00390
>11367	1	-0.37091,-585.75972,-0.03052,-0.00747,-0.18934,0.00392,-1.11156,974.08778,-1.98660,0.00760,0.15112,-0.00159,-0.18760,-1685.21000,-0.34691,-0.01086,-0.30406,-0.00619,1.29759,227.76111,1.61198,0.00551,0.16596,-0.00535
>11372	1	-0.11711,-469.96329,0.97466,-0.00690,-0.17273,0.00369,-0.81427,825.56485,-1.50390,0.00685,0.13667,-0.00100,-0.57797,-1382.91211,-0.97333,-0.00969,-0.27112,-0.00498,1.18973,113.87527,1.06927,0.00499,0.14770,-0.00482
>11375	1	-0.25723,-211.67786,-0.99604,-0.00312,-0.08278,0.00442,-0.15689,489.96051,0.23688,0.00260,0.07052,-0.00093,0.00343,-788.88425,-1.17754,-0.00308,-0.07519,-0.00446,-0.37083,-438.04894,-0.59946,-0.00328,-0.08450,-0.00429
>11377	1	-0.23417,-96.28230,0.14545,-0.00183,-0.05344,0.00300,-0.20220,37.52578,-1.10600,0.00120,0.03485,-0.00116,-0.09389,-413.47435,-0.59444,-0.00181,-0.04491,-0.00445,0.27406,-587.54847,-0.03750,-0.00278,-0.06819,-0.00473
>11386	1	-0.16045,-531.01622,-1.38806,-0.00420,-0.11130,0.00362,-0.01622,104.77444,0.44569,0.00129,0.01511,-0.00584,-0.20614,-1730.42111,-0.56694,-0.00946,-0.29913,-0.00878,-1.87747,356.41278,-2.89222,-0.00280,-0.05380,-0.00137
>11411	1	-0.42606,-682.57459,-1.35833,-0.00609,-0.16501,0.00437,0.03479,265.77698,0.31600,0.00281,0.05270,-0.00540,-0.13239,-1245.45638,-0.34500,-0.00706,-0.21474,-0.00959,-1.12836,690.10088,-1.98000,0.00229,0.06401,-0.00420
>11416	1	-0.74785,-707.30388,0.00320,-0.00798,-0.21479,0.00335,-0.11222,270.16184,-0.58090,0.00454,0.07645,-0.00453,-0.86734,-1390.24459,-0.16061,-0.01049,-0.34207,-0.00747,1.59049,864.99517,0.44224,0.01009,0.32452,-0.00250
>11417	1	-0.34354,-801.05464,0.63750,-0.00873,-0.22029,0.00390,-0.72171,854.11500,-1.44500,0.00810,0.16201,-0.00278,-0.41724,-1712.05650,-0.16350,-0.01226,-0.35259,-0.00667,1.46582,431.81000,1.49000,0.00707,0.21291,-0.00423
>11443	1	-0.27711,-767.88714,-1.05652,-0.00686,-0.17206,0.00455,-0.43766,878.69167,-0.72479,0.00698,0.16287,-0.00372,-0.02781,-1596.39800,-0.67338,-0.00953,-0.25425,-0.00833,-0.83881,323.39750,-1.15562,0.00149,0.02774,-0.00526
>11449	1	-0.10547,-1081.55960,-0.27390,-0.00768,-0.19585,0.00016,0.03123,559.74173,0.25627,0.00566,0.11305,-0.00641,-0.27713,-2460.25360,-0.32340,-0.01422,-0.42494,-0.00465,-3.50730,2585.30640,-6.78240,0.01091,0.30160,0.00987
>11456	1	-1.00156,-1224.31956,-0.29506,-0.01120,-0.32001,0.00289,-0.09260,627.73694,-0.72097,0.00692,0.13868,-0.00516,-1.09840,-1784.37111,0.26639,-0.01399,-0.44186,-0.00752,2.55405,2151.16278,0.96611,0.01862,0.61606,-0.00087
>11457	1	-0.26124,-854.00857,1.46848,-0.00963,-0.25760,0.00386,-0.43932,987.90833,-1.20854,0.00889,0.19347,-0.00153,-0.97012,-1531.68400,-0.84787,-0.01255,-0.35376,-0.00487,1.82136,567.22250,0.98688,0.00858,0.27120,-0.00407
>11458	1	-0.15867,-349.91592,0.74536,-0.00409,-0.11582,0.00389,-0.37617,820.12495,-0.84417,0.00662,0.15947,-0.00161,-0.04784,-970.90459,-1.34850,-0.00495,-0.10663,-0.00495,-0.79405,-252.95766,-2.29750,-0.00107,-0.03826,-0.00430
>11459	1	-0.15054,-842.71304,0.53290,-0.00763,-0.19975,0.00310,-0.12017,710.82243,-0.14032,0.00583,0.12939,-0.00101,-0.30673,-768.09811,0.35542,-0.00653,-0.20043,-0.00199,1.27757,-329.55037,0.37930,0.00077,0.07056,-0.00157
>11465	1	0.02221,-317.58818,1.42431,-0.00344,-0.09016,0.00434,-0.24187,331.75500,-0.51785,0.00247,0.06797,0.00079,-0.11218,-333.87667,-1.48984,-0.00172,-0.01670,-0.00106,-0.60463,70.52000,-2.84462,0.00016,0.00782,-0.00077
>11466	1	-0.28422,-875.77251,-0.26795,-0.00695,-0.19101,0.00177,-0.27091,283.50564,-0.85472,0.00321,0.05613,-0.00143,-0.03623,-168.78720,1.26552,-0.00307,-0.09911,0.00020,0.77322,-413.36954,-0.80640,-0.00024,0.03421,-0.00102
>11494	1	-0.33770,-962.50104,0.03646,-0.00832,-0.21782,0.00026,-0.16801,851.02437,-0.76562,0.00793,0.17186,-0.00445,-1.82612,-2507.39938,-0.17188,-0.01957,-0.63023,-0.00219,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11496	1	-0.37100,-939.43539,0.26000,-0.00967,-0.23820,0.00549,-0.66762,1696.18736,-1.78250,0.01346,0.32539,-0.00154,-0.19320,-1950.41694,-0.19000,-0.01395,-0.36662,-0.00765,0.15150,287.34944,0.39500,0.00546,0.09220,-0.00827
>11512	1	-0.26964,-105.98537,1.25167,-0.00399,-0.11715,0.00547,-0.50283,1055.44110,-1.21600,0.00797,0.19528,0.00020,-0.25651,-697.74883,-1.20000,-0.00486,-0.10194,-0.00460,0.10324,-862.73680,-0.56667,-0.00305,-0.09816,-0.00719
>11514	1	-0.14283,-448.62747,0.64230,-0.00603,-0.14377,0.00511,-0.16197,972.38213,-0.34649,0.00709,0.17840,0.00071,-0.29210,-428.19747,0.34383,-0.00500,-0.14218,-0.00163,0.27423,-280.65447,-0.21217,0.00034,0.00266,-0.00179
>11515	1	-0.33463,-364.98356,1.52311,-0.00564,-0.17852,0.00408,-0.70301,387.16194,-1.67556,0.00374,0.07305,-0.00178,-0.00461,-116.30111,-2.46111,-0.00006,0.08092,-0.00479,0.11043,-2295.87722,-1.17222,-0.01330,-0.33411,-0.00648
>11517	1	-0.27441,-874.41667,-0.57306,-0.00632,-0.17126,0.00105,-0.33786,75.05340,-1.10806,0.00213,0.02966,-0.00205,0.09140,399.13674,0.89435,0.00092,0.03195,0.00102,-0.00290,-1025.30024,-1.96368,-0.00481,-0.10740,-0.00071
>11520	1	-0.72113,-1998.41667,0.63667,-0.01689,-0.47638,0.00018,-1.36015,2219.75000,-3.49000,0.01762,0.43941,-0.00301,0.67500,-3317.00000,-2.40000,-0.02089,-0.42864,-0.00329,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11542	1	-0.36980,-1521.68056,-0.01389,-0.01328,-0.32697,-0.00025,-3.27470,733.27778,-7.01556,0.00664,0.13593,0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11546	1	-0.03862,-1029.50908,0.10973,-0.00552,-0.14741,-0.00104,-0.30263,224.76220,-1.32122,0.00066,0.02455,-0.00106,0.40013,264.57092,1.89128,0.00185,0.01963,0.00114,-0.35066,-1377.89170,-3.61218,-0.00846,-0.17407,-0.00017
>11553	1	-0.26159,-370.99125,-2.54556,-0.00040,-0.01012,-0.00184,-0.21105,-733.21857,-2.94651,-0.00354,-0.10573,-0.00162,0.62167,513.17333,6.02111,0.00074,0.00222,0.00314,-0.91710,-18.70000,-2.74689,0.00067,0.01435,-0.00181
>11554	1	0.04026,330.29496,0.27023,0.00106,0.04220,-0.00039,-0.07137,290.55833,-1.18549,0.00174,0.04319,0.00035,-0.40526,-53.98972,-1.81241,-0.00055,-0.02451,0.00078,-0.23922,-164.58567,-0.40469,-0.00142,-0.04593,-0.00068
>11555	1	0.00999,696.93188,-0.93995,0.00287,0.09066,-0.00017,-0.20147,357.07332,-0.08049,0.00213,0.04270,-0.00029,-0.18263,-264.53078,-1.11213,-0.00192,-0.04880,0.00133,-0.04294,-616.64397,-0.27825,-0.00320,-0.08879,-0.00140
>11556	1	-0.08322,546.75330,-1.58942,0.00221,0.07263,-0.00058,-0.11673,231.67733,0.38881,0.00166,0.02334,-0.00076,-0.12600,-332.82599,-1.44564,-0.00210,-0.05538,0.00161,0.02313,-560.29548,0.35947,-0.00296,-0.08339,-0.00132
>11560	1	-0.01455,450.03051,0.17887,0.00303,0.04190,-0.00020,-0.19720,-356.46514,-2.44233,-0.00195,-0.03212,0.00008,0.03735,-879.27967,-0.73751,-0.00500,-0.09557,-0.00003,-0.22342,-899.50526,-4.33445,-0.00596,-0.13158,0.00004
>11564	1	0.00012,563.80178,0.32378,0.00430,0.06802,0.00005,-0.21120,-1338.86889,-2.99389,-0.01107,-0.17120,-0.00013,-0.36903,-2031.88444,-4.90778,-0.01822,-0.26752,-0.00028,0.13770,-412.63556,1.44444,-0.00631,-0.08473,-0.00001
>11568	1	-0.03815,243.72505,-0.11347,0.00142,0.01304,-0.00048,-0.05473,-355.40968,-0.10930,-0.00297,-0.05847,-0.00066,-0.06771,-55.38272,-0.02280,-0.00056,0.00688,-0.00045,0.11465,311.67326,1.23592,0.00270,0.02422,0.00010
>11571	1	-0.07151,-132.46863,-0.32106,-0.00067,-0.03257,-0.00018,-0.46118,-121.40054,-3.35967,-0.00086,-0.01791,-0.00045,0.43496,279.10112,2.13362,0.00118,0.04097,-0.00076,0.22633,-750.88352,2.47430,-0.00639,-0.15893,-0.00073
>11574	1	-0.12833,-311.64645,-0.17745,-0.00111,-0.05925,0.00015,-0.48532,-0.47943,-4.36006,-0.00098,-0.00101,-0.00091,0.31115,56.37081,1.07083,0.00068,0.03343,-0.00005,0.29830,-1117.32451,3.41132,-0.00846,-0.20674,0.00019
>11575	1	-0.12633,-5.08988,-0.23449,0.00051,0.00021,0.00124,-0.30026,-88.49555,-2.99229,-0.00072,0.00392,-0.00267,0.24791,-26.56203,0.81955,0.00005,0.01958,0.00007,0.18279,-339.63661,2.63684,-0.00382,-0.08593,0.00076
>11576	1	-0.17121,-496.74366,-0.37729,-0.00303,-0.09729,0.00272,-0.27777,29.96727,-1.34615,-0.00063,-0.01681,-0.00253,0.29987,-70.37196,0.81846,0.00130,0.04433,-0.00184,-0.12523,-741.30493,0.68193,-0.00508,-0.15424,-0.00274
>11631	1	-0.27058,-348.65892,-0.74754,-0.00180,-0.06485,0.00078,-0.09850,-352.83085,-1.01023,-0.00171,-0.03906,-0.00384,0.07611,-32.53554,-0.38993,0.00042,0.03444,0.00002,0.03943,30.44927,1.59072,-0.00114,-0.04898,0.00055
>11632	1	-0.17374,-585.64556,0.39751,-0.00337,-0.10360,0.00219,-0.07439,-24.63750,-1.04960,-0.00038,0.00622,-0.00421,0.08959,-113.84000,-1.29046,0.00070,0.02363,-0.00391,-0.14904,-301.97667,0.57140,-0.00243,-0.09005,-0.00276
>11639	1	-0.38630,35.10718,-1.26906,0.00010,-0.00968,0.00148,0.26175,-567.16892,0.17756,-0.00260,-0.04747,-0.00112,-0.14911,-252.38362,-1.72722,-0.00133,-0.03549,0.00062,0.25406,162.84909,1.93857,0.00025,0.00133,0.00005
>11640	1	-0.04252,-132.56313,-0.16912,-0.00179,-0.02504,0.00291,-0.05700,-814.26808,-0.77388,-0.00487,-0.11819,-0.00388,0.03735,-402.79837,-0.73066,0.00076,-0.01461,-0.00262,-0.10369,578.23401,0.42660,0.00194,0.04430,-0.00702
>11648	1	0.01315,721.03394,1.02367,0.00400,0.10175,0.00304,-0.53381,96.57480,-0.08901,-0.00007,-0.01136,0.00109,-0.10202,-543.95481,0.12224,-0.00367,-0.09195,0.00009,0.04606,-646.57124,-0.39826,-0.00358,-0.09586,-0.00215
>11649	1	-0.05077,167.79107,-1.06574,0.00083,0.01949,-0.00062,-0.01878,-307.59667,0.54578,-0.00169,-0.05713,-0.00116,0.26190,-505.36450,1.55916,-0.00203,-0.04442,-0.00050,-0.25756,-39.06250,-1.78891,-0.00029,-0.00924,-0.00049
>11650	1	-0.47371,511.81806,0.66778,0.00314,0.04929,0.00029,-0.25366,205.45562,2.08125,0.00105,0.02831,0.00017,0.38961,-124.06821,2.32429,-0.00135,-0.01829,-0.00003,-0.34993,-76.81417,-4.64833,-0.00078,-0.01655,-0.00022
>11660	1	-0.36903,974.53354,-2.01250,0.00665,0.17842,0.00317,0.36063,-284.79089,-1.67100,-0.00289,-0.00871,0.00076,-0.40654,38.79852,-1.10306,0.00096,0.00108,-0.00058,0.55518,272.65069,3.36750,0.00228,0.02685,-0.00080
>11661	1	-0.36184,896.65259,-2.18461,0.00490,0.13919,0.00185,0.09380,-34.27136,-1.20207,-0.00141,-0.00067,0.00041,-0.30202,96.85128,0.53548,-0.00033,-0.00541,-0.00024,0.09977,382.83285,1.33922,0.00182,0.02992,-0.00036
>11677	1	-0.27557,911.71294,-3.09822,0.00587,0.18648,0.00226,0.26096,-650.37139,-2.51472,-0.00361,-0.07905,-0.00268,-0.23942,-1630.46694,4.26556,-0.01081,-0.33418,-0.00058,-1.17810,-1208.65806,-1.77389,-0.00935,-0.34317,-0.00593
>11678	1	-0.49750,613.20099,-2.64057,0.00315,0.08293,0.00082,0.19343,-379.58473,-0.55038,-0.00338,-0.06001,-0.00077,-0.12941,-108.62143,1.22878,-0.00140,-0.02907,0.00013,-0.06182,451.75360,0.82090,0.00201,0.02997,-0.00012
>11679	1	0.38120,8.99171,-0.69560,0.00140,0.05471,-0.00071,0.20793,495.05355,0.64373,0.00182,0.06717,0.00048,0.25662,-79.75283,-0.23689,-0.00082,-0.00029,0.00054,0.20235,377.74968,0.43940,0.00206,0.06610,-0.00150
>11682	1	-0.30075,-232.85667,-1.32412,-0.00065,-0.01760,-0.00027,-1.24230,146.98400,-7.16302,-0.00017,-0.03810,-0.00204,0.68592,-72.81750,1.24255,0.00015,0.00415,-0.00140,0.91554,-79.42000,6.88898,-0.00009,0.03039,0.00083
>11683	1	0.47389,3.59530,0.14079,0.00097,0.04544,-0.00085,-0.01317,301.80004,0.71248,0.00130,0.06149,0.00078,0.09439,115.85955,0.16801,0.00023,0.01032,0.00026,0.32901,241.64354,-1.93123,0.00237,0.08304,-0.00132
>11684	1	0.01111,-378.57912,-1.73232,-0.00114,-0.03269,-0.00399,-0.02833,260.66685,-0.77010,0.00181,0.05146,-0.00074,-0.00898,-99.64904,1.74604,-0.00173,-0.06364,0.00194,-0.37405,-186.08157,-3.01410,-0.00056,-0.00702,-0.00436
>11695	1	-0.02901,-418.53014,-0.74889,-0.00154,-0.03888,-0.00585,-0.15071,682.03873,-0.43746,0.00328,0.09330,0.00354,0.13232,-386.66278,0.40722,-0.00313,-0.06104,-0.00266,-0.31214,21.79378,-1.22889,0.00040,0.00342,-0.00306
>11696	1	0.03841,-741.71306,-1.26672,-0.00321,-0.08958,-0.00578,-0.00138,460.77653,1.20569,0.00242,0.05727,-0.00098,-0.08407,-187.61361,-0.86361,-0.00248,-0.04180,0.00645,-0.08816,-218.84389,0.20278,0.00091,-0.01685,-0.00670
>11697	1	0.34570,-90.14313,-0.52793,0.00116,0.02650,-0.00064,-0.09148,48.97763,0.30041,-0.00020,-0.00110,-0.00045,-0.07424,85.35985,0.26041,-0.00151,-0.00636,-0.00150,-0.44843,-276.61027,-0.80816,-0.00220,-0.07983,-0.00193
>11717	1	0.52886,-30.57456,1.71946,0.00012,0.01673,0.00006,-1.83678,-125.77780,-2.39216,-0.00256,-0.10036,-0.00003,-1.51190,-76.62408,-4.12388,-0.00238,-0.09592,-0.00017,0.88207,203.61830,-2.62912,0.00270,0.07937,-0.00025
>11719	1	0.49785,-30.53951,2.15278,0.00018,0.01830,0.00017,-1.17719,-99.83411,-0.92889,-0.00225,-0.07070,-0.00005,-0.63063,-8.55006,-2.21111,-0.00059,-0.03457,-0.00013,0.24187,54.72872,-2.82222,0.00100,0.01664,-0.00022
>11720	1	0.75982,-58.35500,3.30422,-0.00011,0.02039,0.00019,-0.46885,-54.46800,-0.01616,-0.00121,-0.02603,-0.00011,-0.05435,93.49250,-2.73673,0.00130,0.02405,-0.00023,-0.34424,7.98667,-5.17197,0.00004,-0.02038,-0.00039
>11728	1	-0.00940,126.75866,-0.52836,0.00062,0.02412,-0.00070,0.26043,209.17988,1.23577,0.00107,0.03681,-0.00072,-0.19393,51.14402,-0.80193,-0.00004,0.00350,-0.00042,0.07356,-102.92560,-0.01518,-0.00092,-0.01968,0.00136
>11734	1	-0.28325,-368.98200,-0.91359,-0.00312,-0.07032,-0.00027,-0.02246,-140.87947,-0.27734,-0.00081,-0.02203,-0.00011,-0.13758,220.24222,0.16446,0.00086,0.02726,-0.00024,-0.05386,-273.35529,-1.95161,-0.00062,-0.02227,0.00015
>11735	1	-0.18949,-64.54579,0.17004,-0.00006,-0.00612,-0.00024,-0.33919,-144.43345,-1.78561,-0.00043,-0.01008,-0.00011,-0.05306,-276.90324,-0.86198,-0.00232,-0.05805,-0.00009,-0.08935,-166.95591,-0.37243,-0.00111,-0.02806,0.00033
>11737	1	-0.21151,-30.29998,0.58279,-0.00004,-0.01257,-0.00019,-0.25193,-85.25639,-1.83832,-0.00008,0.01073,0.00003,-0.25928,-387.32864,-3.53283,-0.00287,-0.06938,-0.00028,-0.26882,-23.98512,-1.00826,-0.00086,-0.01335,0.00016
>11738	1	0.03309,-53.20367,0.68604,-0.00044,-0.00449,-0.00027,-0.14471,-240.06152,-1.03909,-0.00183,-0.02143,-0.00068,0.02491,-73.70001,-1.62244,-0.00119,-0.00348,0.00083,-0.15977,-301.21918,-0.95328,-0.00213,-0.03305,-0.00085
>11745	1	-0.01412,74.47688,1.12178,0.00133,0.02686,-0.00024,-0.89035,8.65811,-4.69494,-0.00002,0.00818,0.00015,0.01422,-563.95512,-2.39129,-0.00503,-0.12275,-0.00034,-0.36230,-510.64175,0.73821,-0.00434,-0.10804,0.00017
>11746	1	0.20293,-66.32572,1.19329,-0.00067,0.00550,-0.00053,-0.25127,-301.98749,-1.58523,-0.00182,-0.02229,-0.00026,0.08432,-82.79630,-0.87511,-0.00185,-0.02025,0.00109,-0.33499,-119.75261,-2.06728,-0.00125,-0.01522,-0.00036
>11747	1	0.15596,-2.02291,1.31647,-0.00019,0.00767,-0.00090,-0.20310,-225.91946,-1.36226,-0.00157,-0.01520,-0.00071,0.06715,163.83595,-1.16706,-0.00030,0.01844,0.00200,-0.31902,-479.50393,-1.85602,-0.00365,-0.07586,-0.00058
>11748	1	0.12292,40.84229,1.11663,-0.00011,0.00952,-0.00084,-0.25880,-243.71781,-1.76806,-0.00152,-0.01865,-0.00059,0.07460,46.21280,-1.33312,-0.00049,0.01405,0.00166,-0.28942,-506.59814,-1.43424,-0.00344,-0.07082,-0.00049
>11772	1	0.12727,14.93742,1.31960,-0.00014,0.00875,-0.00072,-0.24017,-260.72792,-1.38625,-0.00149,-0.02005,-0.00057,0.05840,5.50410,-1.59565,-0.00057,0.00603,0.00170,-0.27257,-388.06812,-1.46955,-0.00299,-0.05329,-0.00095
>11776	1	0.12033,74.79931,1.08483,0.00032,0.01939,-0.00044,-0.22353,-191.25294,-1.37393,-0.00102,-0.00870,-0.00033,0.03474,9.70384,-1.60407,-0.00042,0.01080,0.00154,-0.19439,-406.52040,-1.08692,-0.00277,-0.05039,-0.00079
>11789	1	0.06629,38.51307,0.67960,0.00030,0.01615,-0.00023,-0.15158,-197.19589,-0.86816,-0.00167,-0.01913,-0.00066,0.00548,-136.33587,-1.70229,-0.00184,-0.01281,0.00084,-0.16655,-321.86391,-0.95033,-0.00245,-0.03917,-0.00113
>11795	1	0.43020,-340.12491,2.14940,-0.00164,-0.02537,-0.00017,-0.13430,-475.79008,-1.84114,-0.00279,-0.04353,-0.00001,0.21303,239.90612,-1.26997,0.00056,0.03578,0.00117,-0.16396,-261.79750,-1.65752,-0.00172,-0.03589,0.00031
>11796	1	0.16436,11.75913,0.90994,0.00019,0.01455,-0.00023,-0.08068,-231.63765,-0.64807,-0.00184,-0.02472,-0.00068,0.04456,-91.01732,-1.78085,-0.00140,0.00195,0.00087,-0.08698,-337.25124,-0.80408,-0.00246,-0.03818,-0.00116
>11798	1	0.03223,178.26571,0.66170,0.00207,0.05149,-0.00022,-1.37913,125.90000,-7.63312,0.00016,-0.00142,0.00002,0.08154,-541.82200,-2.78388,-0.00484,-0.10681,-0.00028,1.06352,-866.66000,7.20438,-0.00638,-0.14172,0.00000
>11799	1	0.22310,5.14632,1.85291,-0.00041,0.00986,-0.00087,-0.15662,-392.09167,-2.64686,-0.00193,-0.02372,-0.00094,0.07823,198.16765,-2.66901,0.00122,0.06595,0.00233,0.12109,-200.91500,1.33191,-0.00218,-0.02936,-0.00201
>11800	1	0.13028,-29.55726,0.92362,-0.00016,0.00968,-0.00028,-0.09610,-303.45195,-1.81781,-0.00219,-0.02545,-0.00102,0.00869,65.46767,-2.35696,-0.00008,0.03629,0.00109,0.10958,-258.05733,1.02344,-0.00208,-0.03084,-0.00160
>11801	1	0.18338,-151.26776,0.69597,-0.00215,-0.03447,-0.00190,-0.10013,-711.04654,-2.28947,-0.00422,-0.08885,-0.00258,-0.03965,776.45885,1.00738,0.00318,0.10804,0.00408,-0.21629,-332.39149,-0.95006,-0.00366,-0.07449,-0.00323
>11802	1	-0.12917,-235.41021,-1.96021,-0.00077,-0.02293,-0.00033,-0.38751,-706.23062,-5.88062,-0.00230,-0.06878,-0.00098,-0.05472,-921.89188,5.31812,-0.00580,-0.20738,-0.00324,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>11803	1	0.07066,-250.64594,-0.71250,-0.00284,-0.06089,-0.00256,0.03183,-955.88929,-0.50429,-0.00558,-0.13538,-0.00363,0.00438,1374.84531,2.35833,0.00563,0.18827,0.00539,-0.11524,-815.73158,-2.24000,-0.00622,-0.11146,-0.00266
>11810	1	0.04415,-55.36006,1.01923,-0.00093,-0.03521,-0.00071,-0.05361,-731.11608,-0.66852,-0.00452,-0.10139,-0.00066,0.03204,167.26990,-0.48951,0.00077,0.04055,0.00306,-0.06854,-692.06897,-0.58426,-0.00411,-0.10069,-0.00171
>11818	1	0.00939,-210.53160,-0.04729,-0.00237,-0.06755,-0.00139,-0.00910,-115.16216,0.47346,0.00008,-0.00359,-0.00193,0.05946,-984.79044,-2.07695,-0.00560,-0.12043,0.00197,-0.13334,-330.43613,0.94692,-0.00255,-0.05181,0.00014
>11831	1	0.06549,-557.48163,0.09179,-0.00432,-0.12337,-0.00352,0.17668,-1205.36380,0.60167,-0.00679,-0.16111,-0.00341,-0.03412,519.95641,-0.49050,0.00278,0.09997,0.00732,-0.18850,-1978.96266,-1.29250,-0.01287,-0.30717,-0.00442
>11832	1	-0.03792,-140.82010,-0.01500,-0.00237,-0.05343,-0.00200,-0.07820,-902.06396,-0.38556,-0.00491,-0.12083,-0.00215,-0.01267,-49.35537,-1.98250,0.00059,0.02733,0.00468,-0.18933,-1201.74953,-0.86714,-0.00770,-0.17723,-0.00368
>11833	1	-0.01616,-104.86000,-0.11200,-0.00137,-0.03551,-0.00061,-0.11475,-550.47643,-0.66786,-0.00308,-0.07413,-0.00133,-0.08690,-54.65231,-1.93769,0.00002,0.01602,0.00267,-0.04140,-849.00250,-0.20833,-0.00526,-0.11602,-0.00259
>11834	1	-0.09958,299.68177,0.18573,0.00061,0.01486,-0.00123,-0.18099,4.24860,-0.78035,-0.00014,-0.00597,-0.00127,-0.10680,-153.54119,-3.76846,0.00047,0.00869,0.00288,-0.09943,-553.69323,0.82740,-0.00285,-0.08308,-0.00227
>11836	1	-0.16260,315.10058,1.00772,0.00090,0.00775,-0.00061,-0.19804,-294.10347,-0.67890,-0.00164,-0.04823,-0.00151,-0.05280,-1050.11633,-5.56490,-0.00286,-0.10627,-0.00004,-0.15407,-240.12347,-1.01204,-0.00122,-0.00657,-0.00372
>11842	1	-0.37499,-868.79107,2.09750,-0.00589,-0.19763,-0.00006,0.24462,138.91583,1.18833,0.00137,0.04288,0.00058,-0.25722,-303.64350,-3.56250,-0.00127,-0.02988,-0.00050,-0.66621,892.84000,-4.64750,0.00556,0.17552,-0.00268
>11843	1	-0.14145,52.61914,-0.04167,0.00096,0.00371,0.00022,-0.03970,-251.37970,0.31040,-0.00226,-0.05123,-0.00048,-0.15552,-694.98123,-2.65729,-0.00471,-0.08464,-0.00112,0.01025,-225.61989,-0.25311,-0.00171,-0.01938,-0.00219
>11852	1	-0.13726,-543.11233,-1.51545,-0.00322,-0.05663,0.00093,0.12184,-265.48912,0.81000,-0.00395,-0.06781,-0.00073,-0.20854,-376.68799,-2.44333,-0.00434,-0.05194,-0.00116,0.08002,848.15094,1.81750,0.00791,0.12505,-0.00156
>11853	1	0.19285,-145.30902,0.47269,-0.00069,-0.01847,-0.00018,0.01187,-5.12318,-0.23449,0.00011,0.00980,-0.00002,0.23677,-2.88298,1.74182,0.00002,0.00052,0.00005,0.02451,-108.32550,-0.72738,-0.00037,-0.00933,-0.00036
