	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24
203	0.26343	-149.07093	1.75176	-0.00134	-0.0235	-0.00012	-0.0678	-115.78905	-1.167	-0.00094	-0.01736	-0.00022	-0.10771	118.42911	-0.31521	0.00069	0.02471	-0.00039	-0.33728	-128.34365	-1.28907	-0.00092	-0.02635	-0.00041
204	0.53967	-196.97854	-0.26858	0.00055	0.03348	0.00024	-0.17042	-23.48654	1.63208	-0.00097	-0.00735	-0.00018	-0.60031	539.23801	0.21007	0.00385	0.07818	-0.00035	-0.25697	-462.18352	-0.70025	-0.00276	-0.076	-0.00034
205	-0.03624	106.32963	0.45749	0.00076	0.00842	7e-05	-0.00547	-352.87978	-0.01996	-0.00151	-0.03999	0.00035	-0.0123	3.92176	-0.79287	0.00066	0.00863	0.00017	0.00625	75.28028	0.24385	0.00049	0.0133	-0.00043
206	-0.10758	-144.94043	-0.6945	-0.00065	-0.02254	-0.00074	-0.1124	-362.8942	-0.70053	-0.00252	-0.06004	-0.00054	0.01637	-20.15491	-0.22889	0.00102	0.02618	0.00183	-0.38855	16.48911	-3.05588	0.00168	0.04149	-0.00044
207	-0.35557	358.59432	0.19876	0.00169	0.03361	-0.00071	-0.10234	391.55684	-1.31184	0.00184	0.06024	-0.00088	0.32734	1.50519	3.49254	0.00049	0.0086	0.00016	-0.44121	27.60328	-1.60202	0.00065	0.01455	0.00036
208	-0.21019	-497.40778	-0.28954	-0.00097	-0.08071	-0.00423	-0.09748	192.23	-0.86698	0.0006	0.02522	0.00109	-0.05751	-905.31571	0.0509	-0.00492	-0.14519	0.00052	0.22011	196.58667	0.39873	0.00029	0.04464	-0.00198
209	-0.03705	-262.96224	-0.87479	-0.00112	-0.03309	-0.00032	0.01688	-374.97075	-0.78026	-0.00073	-0.06033	-0.00021	0.13703	-215.34626	1.43627	-0.00193	-0.03576	-0.00127	-0.379	226.97085	-3.32061	-0.00011	0.05982	0.00093
210	0.06144	-417.76023	-0.16938	-0.00259	-0.06056	-0.00099	-0.178	343.05973	-0.64933	0.00168	0.04458	-0.0009	-0.01384	-246.18442	-0.77448	-0.00154	-0.03027	-0.00013	0.08958	174.74265	0.60344	0.00107	0.02475	0.00031
211	-0.11365	-225.32077	-0.693	-0.00109	-0.0397	-0.00094	0.04299	-199.09583	-0.84115	-0.00115	-0.01285	0.00109	-0.22501	-50.89818	-1.89032	-2e-05	-0.01151	-0.0008	0.11488	97.961	0.00589	0.00112	0.0325	0.00209
212	-0.69626	320.24869	-0.38289	0.002	0.02693	0.00021	0.17469	-123.67072	-0.86274	-0.00144	-0.02501	-0.00015	-0.2589	-687.70475	-1.20293	-0.00542	-0.13816	-0.00026	0.78254	-521.5106	-0.0224	-0.00233	-0.01365	-0.00026
213	-0.1118	-573.18441	-2.06053	-0.00556	-0.07513	-0.00015	-0.2586	-115.67144	-2.1601	-0.00126	-0.00327	4e-05	-0.05864	233.16082	-1.03551	0.00305	0.04483	1e-05	-0.03218	-891.91291	-1.82914	-0.00794	-0.1207	-0.00017
214	-0.95977	-285.08528	-3.07729	-0.00109	-0.05519	-0.00078	0.36299	-1158.02787	-0.20168	-0.00783	-0.16947	0.00017	-0.04795	367.64791	0.27474	0.0024	0.03895	-0.00115	-0.03262	-89.64631	0.33489	-0.00141	-0.03122	-0.00216
215	-0.33835	-356.69745	-0.81413	-0.00269	-0.05856	-0.00153	0.1973	-90.59473	-0.20982	0.00018	-0.00537	0.00012	0.34986	-397.7143	0.9824	-0.00201	-0.05397	-0.00195	0.25196	-128.3231	0.31315	-0.00067	-0.01559	0.00098
216	-0.01946	-152.01152	-0.13681	3e-05	-0.00238	-0.00332	0.03218	211.03122	1.65941	0.001	0.00959	0.00152	0.15902	-324.00679	0.78802	-0.00148	-0.02842	-0.00168	-0.26297	-378.6165	-1.26427	-0.00228	-0.08662	-0.00148
217	-0.18477	-264.72303	-0.75635	-0.00208	-0.04077	0.00033	-0.08355	-34.4768	-0.83292	-0.00056	-0.01373	-0.001	0.18162	101.66328	2.39386	0.00054	-0.00061	0.00015	-0.40977	-437.5399	-3.88	-0.00303	-0.04373	-0.0005
218	-0.02149	-593.14867	-0.60193	-0.00414	-0.07991	-0.00094	0.05959	439.56907	0.51999	0.00219	0.05267	0.00128	-0.12541	-342.05366	-0.46164	-0.00055	-0.02424	-0.00171	-0.20633	238.66213	-1.91966	-0.00012	0.01931	-0.00563
219	-0.3677	-162.14402	-1.57839	-0.00163	-0.04864	0.00031	-0.11201	203.50058	-0.91206	0.00281	0.06088	-0.00063	-0.31511	-5.39243	-0.07132	-0.00093	-0.01304	-0.00073	0.37248	-596.94704	0.04778	-0.00447	-0.07998	-0.0001
220	0.04389	-103.66183	-0.14607	-0.00109	-0.02506	0.00092	-0.1218	44.65638	-1.4491	0.00011	0.00739	-0.00039	-0.18178	-303.90426	-1.38715	-0.00195	-0.03533	-0.00037	-0.27814	-18.90624	-3.14045	0.0003	0.01604	-0.00063
221	-0.41541	-198.9483	-2.01282	-0.00113	-0.02477	-0.00146	0.14989	298.42653	1.68725	0.00106	0.01148	-0.00124	-0.4576	17.63937	-3.43118	0.00118	0.02876	0.00087	0.10788	99.26907	0.69862	8e-05	-0.01019	-0.00102
222	-0.00686	-189.72686	-0.39048	-0.00174	-0.0372	-3e-05	0.18586	-99.00557	-0.75712	-0.0005	-0.02728	-1e-05	-0.06676	190.51972	1.59517	0.00103	0.01471	-5e-05	-0.36531	-394.5253	-3.8973	-0.00267	-0.04713	-2e-05
223	-0.29479	-171.74056	-0.41627	-0.00175	-0.05391	-0.00267	-0.15951	-123.83485	-0.10864	-0.00013	-0.02543	-0.00258	0.03862	-27.02147	0.31367	-0.00031	-0.00998	-0.00272	-0.43883	-330.90733	-1.3689	-0.00132	-0.07561	-0.00049
224	-0.53587	829.07444	-2.65465	0.00594	0.11229	0.00028	-0.52829	-21.27789	-1.67956	-0.0003	-0.0187	2e-05	0.14838	251.14852	1.9663	0.00206	0.0463	-0.00055	0.37031	-842.76639	1.12819	-0.00692	-0.13671	-0.00097
225	-0.06845	-528.01327	-1.73772	-0.00366	-0.07526	0.00133	-0.33717	-578.37958	-0.13138	-0.00449	-0.14393	-0.00087	0.43256	-324.08432	0.53807	-0.0016	-0.04431	-0.00118	-0.53656	829.8835	-1.04173	0.00685	0.18058	-0.0027
226	-0.45863	669.92081	-3.35886	0.00443	0.08559	-0.00063	-0.03611	344.30278	1.3615	0.00173	0.03073	-0.00063	-0.08922	-257.94815	-1.41806	-0.00142	-0.0307	0.00019	-0.04777	-814.95472	0.60062	-0.00686	-0.13926	0.0001
227	0.07505	51.36058	-1.43658	6e-05	0.0203	-0.00084	-0.27874	49.91833	-2.21099	3e-05	-0.00505	-0.00076	-0.13325	-106.00932	0.22822	-0.00105	-0.03123	-4e-05	-0.29115	-229.9425	-2.36201	-0.00132	-0.05041	9e-05
228	0.15457	223.46391	1.80783	5e-05	-0.00019	-0.00355	-0.45327	1.01349	-1.56151	0.00032	-0.01152	0.00074	0.14773	-472.04159	-0.69609	-0.00124	-0.02437	-0.00216	0.12779	-178.47641	0.21484	9e-05	0.01097	0.00137
229	-0.12533	125.70977	-1.20942	0.00152	0.02661	6e-05	-0.02122	-310.85	-1.63772	-0.00118	-0.02081	0.00061	-0.00488	-29.14917	1.14657	-0.00048	-0.04712	-0.00117	0.09253	210.16375	0.8284	0.00147	0.04416	-0.00079
230	0.01961	-310.5	-1.65116	-0.00258	-0.0221	-0.00117	-0.4194	-654.10083	-1.30037	-0.00495	-0.12077	0.0002	0.15611	821.02727	1.79978	0.00523	0.11184	0.00129	0.33305	-238.863	0.18753	-0.00117	0.01126	-0.00152
231	0.04071	339.67122	-0.45398	0.00313	0.08024	-0.00073	-0.40262	211.2974	-3.94062	0.00112	0.03913	-0.00133	0.03278	396.92849	1.97866	0.0012	0.05428	0.00211	0.26173	-238.93154	1.62848	-0.00092	-0.01781	4e-05
232	0.37821	0.46327	-1.41047	-7e-05	0.03259	-0.00024	-0.16269	153.90612	-0.45078	0.00112	0.02084	-3e-05	-0.50868	-184.97764	-0.65349	-0.00216	-0.06884	0.00018	-0.55301	-278.85959	-2.04716	-0.00078	-0.05308	-0.00016
233	-0.2485	63.18116	-0.39334	-0.00045	-0.01377	0.00069	0.02891	24.21413	0.44992	-4e-05	0.00366	-5e-05	-0.09366	50.15456	-0.6147	0.00014	0.00536	-0.00302	0.14971	-13.05201	0.20564	0.00022	0.0091	-0.00216
234	-0.41646	-262.23135	-1.38727	-0.00142	-0.06555	-6e-05	-0.09079	12.48088	-2.0817	0.001	0.04861	-0.00057	-0.45076	102.80184	-0.5059	-0.00028	0.00787	0.0002	0.51949	-357.33645	2.60906	-0.0042	-0.07173	0.00044
235	0.35057	-380.03368	0.26769	-0.00318	-0.02952	-0.00028	-0.03204	270.97683	-0.23525	0.00252	0.02232	0.00044	-0.3227	-299.23998	-1.81808	-0.00301	-0.06013	-0.001	-0.4485	-54.4891	-1.29072	-0.0007	-0.02972	-0.00014
236	0.27376	259.63142	1.40266	0.0024	0.06516	0.00028	-0.10653	-278.83966	-1.52319	-0.00237	-0.05039	0.00032	-0.17187	-315.17147	1.31292	-0.00315	-0.08595	0.00013	-0.63023	-452.867	-4.29405	-0.00193	-0.05997	-0.00035
237	-0.19326	19.96603	1.37007	0.00049	-0.01023	3e-05	-0.3275	209.43306	-1.92061	0.00183	0.02716	-0.0002	-0.10356	-314.63733	0.05436	-0.00302	-0.04782	4e-05	0.42073	-298.91437	-0.27068	-0.00317	-0.03448	0.00018
238	-0.01098	-330.66757	-0.49377	-0.00262	-0.02412	0.0007	-0.40439	-288.61569	-1.07983	-0.00236	-0.06197	-0.0005	0.13942	500.11998	0.4782	0.00388	0.06889	-0.00131	0.28701	-64.56515	0.30598	-0.00026	0.01976	0.00064
239	-0.17773	155.22378	-0.42508	0.00025	0.01715	0.00055	0.11145	-562.67554	-0.53263	-0.00173	-0.05515	-0.00414	-0.3305	-437.7474	-1.22699	-0.00226	-0.06705	-0.00095	0.27945	240.87579	1.8775	0.00083	0.00303	-0.00144
240	-0.16008	247.84729	0.69635	0.00312	0.0331	-0.00046	0.21074	76.46822	3.79274	0.00336	0.00325	-0.00069	-0.08607	202.48825	-0.72714	0.0018	0.03583	-0.00192	-0.04238	4.72573	1.15319	0.00036	0.00397	-0.00067
241	0.1645	-8.10908	-1.01412	0.00073	0.02093	-6e-05	0.24648	-162.62351	-2.31902	-0.00111	-0.02655	-0.00043	-0.85637	-68.12194	0.21291	-0.00139	-0.04524	6e-05	-0.75363	171.66544	-0.3215	-0.00108	-0.00415	0.00051
242	0.09737	-96.89844	-0.02981	-0.0005	-0.01214	-0.00033	-0.92136	54.40129	-6.00412	-0.0002	-0.0142	3e-05	-0.04873	-161.7137	-1.71388	-0.00074	-0.01241	-0.00014	0.87143	86.11774	6.99655	0.0002	0.01343	0.00021
243	0.11516	-10.86303	0.25291	0.00123	0.04088	-0.00144	0.24754	193.97142	0.29332	0.0018	0.04576	0.00142	-0.33146	-74.75462	-1.65177	0.00044	0.00743	-0.00163	-0.22083	-167.68009	-3.00309	-0.00061	-0.01283	-0.00193
244	-0.2026	-32.44228	-0.76129	-0.00083	-0.00258	-0.00044	-0.07223	380.96482	0.4244	0.00177	0.03926	-0.00093	-0.26978	-122.99632	-1.15873	-0.00043	-0.00468	0.00067	-0.15592	-170.59587	-0.80931	-0.00112	-0.01349	-0.0013
245	-0.15075	88.54724	-0.79716	0.00012	0.00506	-0.00015	-0.04205	-651.61482	-1.07014	-0.004	-0.09856	-0.00051	-0.22764	-6.74125	-1.01861	0.00126	0.0207	-6e-05	0.14382	-551.02885	0.40532	-0.00353	-0.09603	-0.00032
246	-0.03899	-938.38525	-0.73136	-0.0071	-0.12359	-0.00314	0.07607	514.78547	0.59182	0.00293	0.06359	0.00433	-0.20291	-478.23654	-1.16821	-0.0013	-0.03541	-0.00254	-0.11062	248.3842	-0.37491	-0.00044	0.01189	-0.00301
247	-0.02387	-9.39235	1.78744	-0.00084	-0.02974	-0.00034	-0.26182	-289.2196	-1.12337	-0.00189	-0.03729	-9e-05	-0.78919	-154.8816	-4.52826	-0.00057	-0.01745	0.00035	0.0652	3.28382	0.18563	0.00029	0.02237	-0.00028
248	-0.037	166.50325	-0.92705	0.00098	0.03149	-0.00011	-0.14233	-92.16218	-0.93326	-0.00066	-0.02093	-0.00115	0.03514	-23.35373	0.06192	-0.00032	-0.00369	-0.0001	-0.1299	11.85934	-1.37378	0.00027	0.00415	-0.00061
249	0.36266	362.31264	-0.01627	0.00239	0.10014	0.00229	-0.01213	202.87012	-0.38765	0.00083	0.04139	-0.0013	0.68924	614.03329	0.4098	0.00563	0.1748	-4e-05	0.35292	364.20401	-0.02131	0.00302	0.09718	-0.00181
250	-0.14007	-667.81019	-2.55526	-0.00518	-0.08934	-0.00055	0.00986	-84.725	1.14318	0.00093	-0.01328	-0.00079	-0.1472	-127.31841	-1.7608	-0.00278	-0.01525	0.00334	0.1783	553.4805	1.81056	0.00447	0.07834	-0.00293
251	-0.05591	-129.36918	-0.33113	0.0006	-0.00969	-0.003	-0.19186	192.0041	-1.92865	0.00039	0.01677	0.00283	-0.2037	-659.91313	-2.85084	-0.00192	-0.04526	-0.00336	0.23721	-31.11059	2.92374	-0.00099	0.00046	0.00046
252	-0.1322	116.62578	-1.52479	0.00167	0.03734	0.00041	-0.1516	87.59345	-0.59534	0.00203	0.02539	-0.00061	-0.07041	-146.63563	-1.1435	-3e-05	-0.00762	-3e-05	0.21736	-105.18956	0.78521	-0.0015	-0.01815	-0.00087
253	0.15805	-282.48735	2.18489	-0.00072	-0.03746	0.00191	0.06793	89.10396	0.46578	0.00053	0.01735	0.00016	0.08945	16.51753	0.11469	-0.00012	0.01206	0.00097	-0.15436	-188.67913	-1.86981	-0.00116	-0.04765	-0.00311
254	-0.37416	-288.00938	-3.77575	-0.00189	-0.05758	-0.00018	0.15438	-441.47944	1.06398	-0.00213	-0.0525	0.00016	-0.10083	656.8629	-2.21284	0.00371	0.10537	-0.00011	0.08228	-246.52937	2.00298	-0.00197	-0.05936	-0.00033
255	-0.08748	400.3679	0.18952	0.00236	0.05949	-0.00032	-0.4634	-161.13038	-1.74772	-0.0008	-0.01298	-0.00022	0.02921	-240.06604	-0.01583	-0.00148	-0.02224	0.00022	-0.15953	-162.82688	0.60861	-0.00241	-0.06531	-0.00078
256	0.50408	-712.11616	1.98848	-0.00658	-0.10745	0.00011	-0.18676	413.63646	-2.02771	0.00379	0.0924	5e-05	-0.16092	35.06762	-0.19988	-0.00025	0.00571	-6e-05	0.02681	-364.50563	0.89437	-0.00385	-0.09099	-7e-05
257	-0.13242	-146.55479	-0.8311	-0.00135	-0.02897	3e-05	-0.17388	164.13474	-2.08287	0.00131	0.03724	4e-05	0.01675	-170.08477	0.22161	-0.00182	-0.05272	2e-05	-0.30991	-114.97518	-1.97602	0.00031	-0.03294	-0.00043
258	0.44394	30.83955	1.52286	-0.00069	0.01614	-0.00102	-0.2376	-557.37354	-0.75667	-0.00405	-0.1067	-0.00074	-0.04968	-142.34738	0.832	0.00088	-0.02214	-0.0007	0.1877	73.49937	-0.37	0.00159	0.03868	-0.00156
259	-0.08559	-170.06877	-0.34554	-0.0015	-0.02987	-0.0004	-0.02867	-371.44992	-0.34794	-0.00103	-0.03353	-0.00037	0.00414	310.29662	0.51693	0.00096	0.03286	0.0029	0.06224	170.83721	-0.14313	0.00082	0.0186	-0.00193
260	0.0371	52.08942	-0.49072	0.00105	0.01679	-0.00117	-0.27984	7.24458	-1.58162	-0.00031	-0.01259	-0.00029	0.18823	96.1425	1.07817	0.00148	0.04698	6e-05	0.01714	-5.9005	-1.28681	0.00034	0.02163	-0.00223
261	-0.28761	-167.90089	-0.06439	-0.00092	-0.0506	-0.0003	-0.35914	121.04304	-2.99181	0.00097	0.01767	0.00037	-0.12016	-8.12926	-0.63221	-0.0003	0.00832	-0.00025	0.37989	99.83444	0.86547	0.00023	0.0034	-0.00029
262	0.28775	201.8267	2.26176	0.00098	0.0231	-0.00132	-0.18505	-245.87771	-0.61755	-0.00079	-0.01283	0.0002	-0.4021	-436.04737	-4.14184	-0.00136	-0.02004	-1e-05	-0.41654	-267.77563	-3.57141	-0.00108	-0.02082	-0.00088
263	-0.251	104.9697	-0.81349	0.00138	0.03565	0.00015	-0.0438	-287.17039	0.51734	-0.00186	-0.03305	-0.0	0.04081	-83.48878	-0.34004	-0.00055	-0.02639	-3e-05	-0.39965	-110.15549	-3.32077	0.00061	0.00345	-0.00021
264	0.40142	401.93844	1.23476	0.00233	0.07785	0.00075	-0.13149	-91.97507	-0.69447	-0.00038	-0.00808	-0.00109	-0.34393	-7.87146	-1.49777	-0.00031	-0.01504	-0.00151	-0.22151	83.26672	0.08949	-0.00019	-0.02126	-0.00109
265	-0.13983	105.30746	-0.82899	0.00046	0.01381	-5e-05	-0.21354	-418.95973	-2.10385	-0.00364	-0.06478	-7e-05	0.11176	-216.0681	0.36861	-0.0005	-0.01202	-0.00023	-0.1537	253.02573	-3.03927	0.00273	0.04156	-0.00012
266	-0.18762	-312.82942	-2.67055	-0.00303	-0.04171	-0.0015	0.04491	-673.76875	0.45273	-0.00445	-0.10049	-0.00016	-0.10517	649.85932	-0.67151	0.00349	0.10219	-0.00167	0.18975	-905.628	2.30448	-0.00541	-0.1324	-0.00102
267	0.04112	162.88414	-0.81462	0.00141	0.05185	-7e-05	-0.3861	210.37422	0.05333	0.00093	0.00478	-0.0001	-0.03922	-96.7757	-0.23545	-0.00026	-0.00383	-0.00035	0.23415	-472.36502	0.724	-0.00327	-0.07212	0.00016
268	-0.0252	-247.49808	1.00431	-0.00194	-0.0565	0.00061	-0.24115	-447.84085	-1.81524	-0.00295	-0.07266	-0.00016	-0.4154	327.74243	-3.29056	0.00302	0.09073	-0.00086	-0.00372	-175.35803	0.14481	-0.00169	-0.05217	-0.00035
269	-0.09278	-483.12619	-0.8173	-0.00321	-0.07273	-0.00297	-0.27082	287.61255	-1.35206	0.00254	0.05067	-0.00011	0.2337	-352.08531	1.70108	-0.00371	-0.09345	-0.0006	-0.47797	-130.38802	-1.87608	0.00073	-0.00046	-0.00231
270	0.25205	179.72566	1.10605	0.00258	0.07701	-0.00014	-0.98173	317.71811	-4.81935	0.00234	0.0642	-0.0008	-0.71588	-198.2937	-3.57317	0.00073	-0.01095	-0.00053	0.39584	323.86069	3.26111	0.00201	-0.01208	-0.00115
271	0.04341	-0.41063	-0.25326	9e-05	0.00401	-0.00067	-0.15292	-101.49522	-0.37543	-0.00081	-0.03699	-0.0024	-0.06446	-15.03213	-0.57826	-0.00017	-0.00765	-0.00108	0.1282	36.75028	1.51372	0.00035	0.02008	0.00313
272	0.24949	-203.91671	1.41829	-0.00069	-0.00773	5e-05	-0.35392	18.88141	-2.0825	-0.0003	0.00641	-4e-05	-0.39443	384.92447	-1.99795	0.00176	0.03032	0.00018	0.0274	41.27649	0.07937	-0.00029	-0.00757	-2e-05
273	-0.21457	-163.03969	-0.45325	-0.00032	-0.02383	-0.00289	0.10928	322.0033	-1.16645	0.00088	0.05287	0.00493	0.02689	-589.65213	-0.42944	-0.00186	-0.06751	-0.00809	-0.24623	264.65478	0.16096	0.00096	0.02173	0.00263
274	-0.0499	-124.60999	-0.89233	-0.00139	-0.03362	-0.00282	0.17612	286.90661	0.84989	0.00249	0.07666	-0.00456	-0.10231	-236.39449	-1.13792	-0.00251	-0.06337	0.0028	0.06029	91.97358	0.86707	0.00108	0.03355	0.00261
275	-0.44089	-129.8695	-0.52972	-0.00104	-0.04765	4e-05	0.24178	-98.75105	0.76936	-0.001	-0.0159	-0.00012	-0.52348	-296.73833	-1.92852	-0.00155	-0.04785	8e-05	0.73393	-244.73647	0.3768	-0.00114	0.01601	0.00011
276	0.28971	195.85321	1.71123	0.00058	0.0173	-0.002	-0.19753	-298.8175	-0.92984	-0.00089	-0.01954	0.00051	-0.37884	-377.8215	-4.94259	-0.00118	-0.01837	-0.00149	-0.36158	-351.1125	-3.01266	-0.00074	-0.024	-0.00239
277	-0.05148	-91.79783	1.29181	-0.0008	-0.02374	-0.00066	0.14362	-176.31839	0.70986	-0.00106	-0.02565	-0.00047	-0.18192	-259.76595	-1.09159	-0.00108	-0.03831	-0.0003	0.22737	24.95157	-1.69454	0.00086	0.0453	-0.00046
278	-0.16423	-746.03449	-2.32338	-0.00542	-0.09387	-0.00053	-0.06551	-220.48935	0.2369	-0.00186	-0.0592	-0.00031	0.41819	641.89269	3.50554	0.0033	0.0959	-0.00087	-0.54913	-433.08027	-4.9286	-0.00071	-0.02724	0.00023
279	-0.29361	-184.43441	-3.13793	-0.0008	-0.03024	-0.00095	0.02925	-145.1092	-0.01849	-0.00026	-0.00753	0.00193	0.17409	419.36955	1.31475	0.0018	0.05435	0.00144	-0.1865	-358.74094	-1.24108	-0.0019	-0.05812	-0.0011
280	0.16059	-475.43395	0.15408	-0.00332	-0.09416	0.00015	-0.14366	97.84057	-0.41085	-0.00042	0.02822	-0.00088	-0.244	-33.06234	-0.42863	0.00079	0.00794	9e-05	0.33794	147.85955	-0.10014	0.00072	0.04805	0.00023
281	0.13765	-78.19661	1.3486	-0.00044	0.00282	-0.00086	-0.19365	-817.69535	0.32585	-0.00616	-0.1701	-0.00056	-0.08404	-25.31646	1.30137	-0.00033	-0.03967	0.00121	0.02316	523.78462	0.52939	0.0033	0.08919	0.00044
282	0.08579	-402.57713	0.51105	-0.00375	-0.09423	-0.00022	-0.35917	-186.56797	-1.09833	-0.0022	-0.04845	-0.00053	-0.11007	249.21179	-0.40706	0.00298	0.07008	-0.00025	-0.06326	-735.05766	-0.48062	-0.00541	-0.13306	-0.00045
283	-0.76032	115.17335	-1.89935	0.00068	0.01842	0.00025	-0.03834	-438.9946	-0.61051	-0.00339	-0.07899	-0.0003	0.24111	-163.47113	1.4456	-0.001	-0.03131	-0.00046	-0.54094	-38.34098	-2.88878	4e-05	-0.01646	-0.0002
284	-0.15732	862.11556	-0.31254	0.00519	0.1191	0.00168	0.03003	148.22038	-0.62491	0.00144	0.04621	-1e-05	-0.07558	15.34764	-0.78876	-1e-05	0.01591	-0.00067	0.01504	-1.73801	-0.84951	3e-05	0.01268	-0.00069
285	-0.26264	-51.72727	-0.62714	0.00065	-0.00612	-0.00036	0.07199	-251.88894	0.92097	-0.00175	-0.06565	-0.00213	-0.41446	-141.97916	-1.10683	-0.00135	-0.03925	-0.00109	0.33041	90.29351	0.37635	0.00018	0.0317	0.00191
286	0.17877	-210.02026	1.32889	-0.00175	-0.0369	0.0001	-0.18619	-804.27758	-1.56218	-0.00584	-0.13591	-0.00041	-0.19936	-82.51253	-1.52122	-0.00041	0.01671	0.0032	-0.03136	102.81946	-0.78065	-0.00012	0.03844	-0.0017
287	-0.2004	-252.47213	0.11174	-0.00038	-0.04342	-0.00035	-0.23451	-874.53057	-1.5098	-0.00484	-0.15374	-0.00175	-0.10538	2.5653	0.10813	0.00188	0.04792	0.00314	-0.16853	483.55956	-0.10951	0.0026	0.06088	-0.00134
288	-0.10314	-11.88273	-1.74054	0.00045	0.00964	-0.00013	-0.21605	-18.623	-2.26968	0.0002	0.00175	-0.00064	0.21482	-247.67667	1.65359	-0.00098	-0.04311	-0.00057	0.04565	42.68875	0.91882	-0.00045	-0.0047	-1e-05
289	-0.60732	113.69207	-1.79265	0.00048	2e-05	-0.00071	0.14748	-471.66539	-4.07982	-0.00199	-0.01683	-6e-05	-0.00897	-176.28822	0.71099	-0.00095	-0.02698	-0.00074	0.14935	39.03263	3.51602	-0.00059	-0.03356	-0.00038
290	-0.19812	-413.58896	-0.97503	-0.00351	-0.08632	0.00061	0.15492	639.86928	1.43628	0.0042	0.09633	-0.00025	-0.26475	-50.62065	-3.54028	-0.00058	0.01577	0.00267	-0.02823	36.54632	-0.50951	0.00044	0.00314	-0.00138
291	0.12075	-98.63539	0.29053	-0.00107	-0.02275	-0.00015	-0.47873	-286.29827	-4.09667	-0.00157	-0.03245	-0.00011	-0.42567	121.08734	-2.86529	0.00192	0.04552	-2e-05	-0.23966	-49.46885	1.22812	-0.00147	-0.03346	0.00011
292	-0.29434	-52.78025	-1.34573	-0.00159	-0.02341	-0.00067	-0.12115	-55.6834	-1.60194	-0.00019	0.00927	-0.00026	0.28629	-17.23414	2.83929	-0.00131	-0.02507	0.00047	-0.27656	-144.30245	-2.63065	-0.00173	-0.01147	-0.00049
293	-0.01397	-1018.14819	-1.88706	-0.00552	-0.1492	-0.00039	-0.22009	409.89951	-0.37638	0.00117	0.02449	-0.0018	-0.01522	-504.58373	0.28638	-0.00303	-0.08463	-0.00103	-0.19958	275.95824	-0.46545	0.00305	0.0579	-0.00133
294	0.74865	-565.18778	1.89658	-0.00373	-0.06988	-0.00042	0.75803	99.6054	3.64509	-0.00023	0.00824	0.00019	-0.08213	479.71559	1.14878	0.00381	0.09209	-0.0	-0.38991	-870.73583	-3.34737	-0.00638	-0.15398	-0.00031
295	0.09234	-35.38898	3.46944	0.00101	0.01213	0.00018	0.10354	414.56824	3.19094	0.00176	0.03849	-0.00092	-0.14217	-36.16571	0.08113	-0.00035	-0.00083	-0.00076	-0.23448	-260.36857	-1.0189	-0.00205	-0.0794	-0.00159
296	-0.09428	-10.73352	-0.20017	-0.00021	-0.01013	0.00237	0.00477	-33.34586	-0.17457	-0.0003	-0.00445	0.0015	0.03316	50.27425	-0.21254	0.00076	0.01767	-0.00509	-0.06082	-55.7363	0.27352	-0.00075	-0.02163	-0.00198
297	-0.26086	-78.86033	-1.35434	-0.00116	-0.03515	-0.0007	-0.27142	-233.06972	-1.65956	-0.00189	-0.03956	-0.00087	-0.6254	-73.35472	-2.79185	2e-05	-0.0048	0.00079	0.36416	40.31965	2.78778	0.00047	0.01831	-0.00119
298	-0.11202	-63.56287	-0.0925	-0.00045	-0.00582	0.00012	-0.10783	-173.11228	1.37909	-0.0019	-0.06959	0.00251	-0.07704	34.08428	0.395	0.00028	0.00757	-0.00151	-0.20715	-91.12402	-1.76667	-0.00038	-0.01982	-0.00218
299	0.10699	78.29179	1.25069	0.00053	-0.00331	-0.00101	-0.0033	-306.525	-0.86505	-0.00117	-0.02372	-0.00041	-0.0221	-1071.6705	-1.67259	-0.00572	-0.1386	0.0004	-0.20997	-47.475	-2.52266	-0.00158	0.00254	-0.00239
300	-0.27623	-156.07483	-0.41853	-0.00159	-0.05479	-0.0012	-0.49975	377.55372	-2.07073	0.00186	0.0384	-0.00077	0.45134	-653.23201	1.24828	-0.00297	-0.06879	-0.00098	-0.09957	156.46835	-1.36115	0.00144	0.03796	-0.00024
301	-0.40389	196.21405	-1.37157	0.00041	-0.00266	-0.0012	-0.51723	-264.82801	-3.60447	-0.00086	-0.04258	-0.00107	0.8338	-514.15564	1.68132	-0.00251	-0.02195	-0.00062	-0.36482	-534.24408	-0.37116	-0.00284	-0.08138	-0.00045
302	0.13387	-304.71432	-0.04938	-0.00203	-0.04399	-0.00018	-0.00582	-7.052	2.39212	0.0001	-0.00309	-5e-05	-0.36057	30.56917	-4.26854	0.0002	0.02783	-0.00012	-0.08331	-394.66063	-0.60437	-0.00149	-0.03662	-0.00036
303	0.40753	-520.70951	2.65956	-0.0031	-0.09228	-0.00092	0.11499	764.52576	2.19273	0.00333	0.0777	-0.00233	0.04107	-440.62099	0.83264	-0.00204	-0.05805	0.00151	-0.40453	213.96406	-1.60435	0.00104	0.01224	0.0009
