protein	class	features
VO_VO_0011045	1	0.04319,-181.50507,-0.08478,-0.00088,-0.01789,-0.00018,0.02843,10.58853,-0.35259,0.00039,0.01354,-0.00042,-0.09575,-30.56326,-0.19775,-0.00014,-0.00851,-0.00016,-0.14919,104.99019,-0.72643,0.00085,0.01884,-0.00014,-0.01792,-105.04191,0.07329,-0.00054,-0.01315,0.00025,-0.20928,76.87980,-1.44409,0.00045,0.01023,-0.00010,0.02201,65.72525,-0.15128,0.00028,0.00704,-0.00024,0.00530,-13.48518,0.22351,-0.00007,-0.00204,-0.00016,0.07746,-14.61576,0.59271,-0.00007,0.00109,0.00024
VO_VO_0011046	1	-0.15638,-109.61800,-0.81793,-0.00056,-0.01385,-0.00015,-0.00013,37.11660,-0.02991,0.00025,0.00777,0.00035,0.04225,-32.28086,0.16506,-0.00022,-0.00343,-0.00014,-0.04667,-14.63523,-0.52052,-0.00006,0.00157,0.00010,-0.01899,-122.50967,-0.17608,-0.00064,-0.01707,-0.00009,-0.08417,63.91530,-0.71551,0.00025,0.00734,0.00018,0.05734,16.55559,0.38410,0.00006,0.00224,0.00015,-0.02416,8.42996,-0.25884,0.00011,0.00329,-0.00007,-0.01550,-52.36756,-0.51930,-0.00023,-0.00488,-0.00005
VO_VO_0011047	1	-0.15240,-94.10116,-0.70560,-0.00059,-0.01833,-0.00023,0.07806,-17.24955,0.26564,0.00003,0.00301,0.00025,0.05701,102.43399,0.68928,0.00031,0.01090,-0.00011,0.06280,29.12015,0.89974,0.00006,-0.00267,0.00022,0.06081,-116.53526,-0.28899,-0.00048,-0.00705,-0.00010,-0.13744,-7.78024,-0.62159,-0.00010,-0.00562,-0.00001,0.23105,139.11885,1.83170,0.00066,0.02102,0.00010,-0.09383,-91.34698,-0.56280,-0.00048,-0.01479,-0.00012,-0.04253,-78.21840,-0.48794,-0.00031,-0.00761,-0.00010
VO_VO_0011048	1	-0.10673,-29.36557,-0.70429,0.00003,0.00097,0.00018,-0.10987,-80.83586,-1.43740,-0.00037,-0.00822,0.00013,0.04953,-2.57439,0.11196,-0.00007,0.00126,-0.00013,0.05259,-29.43052,0.18175,-0.00024,-0.00670,-0.00000,-0.01824,-44.66129,-0.15439,-0.00012,-0.00253,-0.00003,-0.06434,17.36491,-0.23162,0.00023,0.00660,-0.00011,0.05856,97.19587,0.69034,0.00056,0.01534,-0.00000,0.05646,22.41146,0.31660,0.00018,0.00424,0.00009,-0.07890,-35.17266,-0.79327,-0.00017,-0.00117,0.00017
VO_VO_0011049	1	-0.15345,-29.06072,-0.96330,-0.00028,-0.00753,0.00021,-0.00780,-9.86219,-0.32577,0.00007,0.00685,0.00044,0.07381,117.13157,0.35331,0.00063,0.01831,0.00014,0.06329,124.93820,1.05999,0.00043,0.00804,0.00033,0.00087,-149.44544,-0.70358,-0.00055,-0.01123,-0.00006,-0.03671,53.59609,-0.64395,0.00036,0.01433,-0.00001,0.14638,176.90039,1.04317,0.00071,0.01518,-0.00009,0.09968,-111.23038,0.29162,-0.00032,-0.00202,0.00005,-0.07588,-72.27494,-0.37773,-0.00027,-0.01116,0.00007
VO_VO_0011056	1	0.00104,18.00713,-0.10044,0.00019,0.00458,-0.00021,-0.14536,-3.41423,-1.37724,0.00014,0.00206,-0.00006,0.07196,6.36716,0.17243,-0.00013,-0.00053,0.00003,0.04455,-18.71475,0.22133,0.00005,0.00227,0.00010,-0.01138,25.02770,-0.09078,0.00006,0.00152,-0.00010,-0.02195,23.35725,-0.18961,0.00025,0.00313,-0.00036,-0.02254,-2.78374,-0.17712,0.00044,0.01024,0.00001,-0.00003,21.81318,-0.02610,0.00017,0.00293,0.00029,-0.02594,-0.08348,-0.01872,-0.00022,-0.00907,-0.00027
VO_VO_0011057	1	0.04394,-84.99740,-0.18685,-0.00036,-0.00393,0.00031,-0.15338,48.58014,-2.18545,0.00049,0.01614,-0.00028,-0.11889,-135.18925,-0.69005,-0.00042,-0.01021,-0.00000,0.01076,27.82635,1.02844,0.00029,-0.00370,0.00059,-0.05461,-94.53939,-0.81753,-0.00047,-0.00821,0.00064,-0.07975,5.38422,-0.45586,-0.00011,-0.00262,0.00007,-0.00676,-48.44293,0.86936,-0.00057,-0.01567,0.00032,0.09904,21.43045,0.20076,0.00043,0.00963,0.00022,0.09748,-50.78651,0.21747,-0.00055,-0.01365,-0.00017
VO_VO_0011058	1	-0.03565,9.60630,0.12697,-0.00006,-0.00024,0.00027,0.05110,62.05495,0.03296,0.00029,0.00928,-0.00001,-0.09110,-62.77971,-0.98942,-0.00010,-0.00547,0.00002,-0.03173,-159.70703,-0.68099,-0.00067,-0.01364,-0.00013,-0.01264,-68.29667,-0.10156,-0.00026,-0.00637,-0.00033,-0.01555,-62.21359,0.37658,-0.00060,-0.01519,0.00025,0.02136,-93.97548,0.68277,-0.00060,-0.01406,-0.00002,0.08178,-28.59780,0.94189,-0.00011,-0.00588,-0.00002,-0.03197,63.39135,-0.44088,0.00030,0.01111,-0.00039
VO_VO_0011059	1	0.05517,-74.34810,-0.03891,-0.00030,-0.00452,-0.00014,-0.06473,-101.27341,-0.66915,-0.00040,-0.00458,0.00013,0.00796,56.02217,0.17299,0.00020,0.00630,0.00022,0.00307,49.18883,0.26663,0.00028,0.00560,-0.00016,-0.00138,-30.00454,-0.30799,-0.00009,-0.00284,0.00002,0.04294,41.15935,0.02567,0.00032,0.01096,0.00013,0.03234,-34.05867,-0.04306,-0.00020,-0.00244,0.00002,0.00728,7.53413,-0.24318,0.00004,0.00430,0.00006,-0.01239,11.20141,-0.43605,0.00012,0.00701,0.00021
VO_VO_0011060	1	0.03389,-41.71925,0.15188,-0.00042,-0.00992,-0.00178,0.05099,-107.60853,-0.64740,-0.00054,-0.01153,0.00033,0.06463,-67.34868,0.35485,-0.00039,-0.00989,0.00076,0.05408,-38.00123,1.00393,-0.00015,-0.01705,-0.00088,0.00066,180.76142,0.34154,0.00059,0.02046,0.00072,-0.00149,115.73448,0.23379,0.00076,0.01454,-0.00040,0.00587,-124.25185,-0.01560,-0.00091,-0.02309,-0.00074,0.09405,106.01943,0.62099,0.00075,0.02131,0.00022,0.00887,-160.76025,-0.22345,-0.00095,-0.03178,-0.00028
VO_VO_0011061	1	0.02450,-32.35820,-0.10469,-0.00012,0.00110,-0.00008,-0.07012,-27.25866,-0.81785,-0.00007,0.00002,0.00006,0.00718,39.40382,0.06015,0.00012,0.00293,-0.00020,0.02933,72.46561,0.25510,0.00041,0.01045,-0.00001,0.00121,55.92107,0.02055,0.00039,0.00970,0.00001,-0.04989,-29.87621,-0.41522,0.00002,-0.00110,-0.00014,0.05720,-50.18146,0.29830,-0.00029,-0.00736,0.00006,-0.01682,-12.30646,-0.27336,0.00004,-0.00314,0.00007,-0.09479,-35.93045,-0.74492,-0.00025,-0.00421,-0.00008
VO_VO_0011070	1	-0.00602,-7.07082,-0.17977,-0.00002,0.00359,0.00040,0.02410,-10.35677,-0.61546,0.00009,0.01199,0.00012,0.07072,-25.54962,0.85112,-0.00019,-0.00598,-0.00011,0.08166,108.30271,0.63106,0.00060,0.01576,-0.00021,0.03296,23.89675,0.34849,0.00014,0.00231,0.00009,0.04756,35.50263,0.49614,0.00026,0.00781,0.00012,0.21241,44.04835,1.79103,0.00022,0.00767,0.00003,0.08085,-19.49738,0.61125,-0.00021,-0.00004,-0.00026,0.01045,8.37388,-0.16547,0.00002,0.00646,-0.00031
VO_VO_0011072	1	-0.09219,4.94007,-0.51268,0.00021,0.00770,-0.00005,0.13528,92.57984,0.81608,0.00066,0.01651,-0.00061,-0.07419,-43.30268,-0.31657,-0.00012,0.00005,-0.00012,0.05500,-15.44478,-0.11678,0.00001,0.00213,-0.00005,0.03402,-22.20928,-0.01729,-0.00039,-0.00522,0.00051,-0.09140,-112.90603,-0.51757,-0.00045,-0.01651,-0.00030,-0.02848,-35.05248,0.38827,-0.00034,-0.00759,-0.00035,-0.09401,-17.65086,-0.29825,-0.00030,-0.01117,-0.00011,-0.08172,86.08040,-0.09025,0.00041,0.00815,-0.00004
VO_VO_0011073	1	-0.09219,4.94007,-0.51268,0.00021,0.00770,-0.00005,0.13528,92.57984,0.81608,0.00066,0.01651,-0.00061,-0.07419,-43.30268,-0.31657,-0.00012,0.00005,-0.00012,0.05500,-15.44478,-0.11678,0.00001,0.00213,-0.00005,0.03402,-22.20928,-0.01729,-0.00039,-0.00522,0.00051,-0.09140,-112.90603,-0.51757,-0.00045,-0.01651,-0.00030,-0.02848,-35.05248,0.38827,-0.00034,-0.00759,-0.00035,-0.09401,-17.65086,-0.29825,-0.00030,-0.01117,-0.00011,-0.08172,86.08040,-0.09025,0.00041,0.00815,-0.00004
VO_VO_0011074	1	-0.02051,-42.55895,-0.30136,0.00000,-0.00049,0.00006,-0.11496,-2.27776,-0.62500,0.00002,0.00174,-0.00007,-0.02326,56.60434,-0.33443,0.00039,0.01472,0.00028,-0.00687,-52.35233,-0.57524,-0.00008,0.00037,-0.00028,-0.04039,-28.72379,-0.63850,-0.00017,0.00120,0.00001,-0.04830,-16.86463,-0.24243,-0.00021,-0.00728,-0.00018,0.06427,-7.98496,0.44697,-0.00007,0.00424,-0.00012,-0.04715,-94.76488,-0.39626,-0.00054,-0.01303,-0.00023,0.01465,10.02156,0.10328,-0.00004,-0.00355,-0.00023
VO_VO_0011075	1	0.00386,-89.27971,-0.02473,-0.00057,-0.01318,-0.00001,-0.09924,-15.99727,-0.94716,0.00004,0.00308,0.00016,0.02012,29.19226,0.10519,0.00025,0.00949,0.00031,-0.01548,37.17059,0.16435,0.00021,0.00527,0.00009,-0.00955,-28.65390,-0.36445,0.00002,0.00435,-0.00016,-0.00492,-11.63102,-0.29961,-0.00008,-0.00052,0.00002,0.03359,-12.25050,0.55262,0.00001,-0.00207,0.00016,-0.05213,-13.72181,-0.27366,0.00012,0.00026,-0.00020,-0.03029,-24.88705,-0.29264,-0.00010,-0.00662,0.00013
VO_VO_0011076	1	-0.07461,-26.26406,-0.00648,0.00001,-0.00053,0.00018,0.03500,45.61519,0.15425,-0.00024,-0.00240,0.00040,-0.09672,21.90476,-0.14073,0.00022,0.00395,-0.00014,0.04186,74.19857,-0.30459,0.00062,0.01882,-0.00023,-0.01799,161.45184,0.64073,0.00081,0.01039,-0.00045,-0.01469,48.13097,-0.35794,0.00037,0.01058,-0.00012,-0.03120,0.63679,-0.78698,0.00015,0.00708,-0.00002,0.05179,36.85817,0.46517,0.00034,0.00340,-0.00005,-0.03668,42.78715,-0.87004,0.00054,0.01525,0.00031
VO_VO_0011078	1	-0.00319,2.15919,-0.21915,0.00017,0.00589,-0.00005,0.02897,92.98727,0.07859,0.00052,0.01656,0.00009,-0.05418,-46.11269,-0.40131,-0.00038,-0.00656,-0.00012,-0.00244,-50.38180,0.08483,-0.00031,-0.00727,-0.00034,-0.01303,63.01405,-0.57138,0.00034,0.01643,0.00023,-0.01301,7.71293,0.00020,-0.00008,0.00055,0.00007,0.06841,52.59685,0.40746,0.00015,0.00616,0.00012,0.01543,144.29014,0.56536,0.00069,0.01841,0.00037,0.00216,-7.78173,-0.23677,0.00009,0.00387,0.00011
VO_VO_0011079	1	-0.06303,-35.48161,-0.06493,0.00002,-0.00033,0.00018,0.04357,54.10529,0.13524,-0.00016,-0.00019,0.00041,-0.10039,4.53908,-0.14863,0.00016,0.00154,-0.00014,0.04338,53.39715,-0.30345,0.00055,0.01610,-0.00023,-0.01901,152.28682,0.61868,0.00076,0.00875,-0.00045,0.00198,49.14188,-0.36909,0.00040,0.01193,-0.00013,-0.04090,4.22069,-0.79500,0.00015,0.00657,-0.00002,0.06726,29.20781,0.45085,0.00032,0.00356,-0.00005,-0.03413,49.94130,-0.86993,0.00057,0.01639,0.00031
VO_VO_0011081	1	-0.02571,-34.04043,-0.47555,0.00002,-0.00228,-0.00008,-0.04016,-44.28880,-0.40392,0.00003,-0.00404,-0.00004,0.03953,0.24493,0.14164,0.00008,0.00321,0.00023,-0.01563,99.93668,-0.09033,0.00063,0.01441,-0.00001,0.01956,-46.94501,-0.27828,-0.00007,0.00605,-0.00016,-0.04683,92.41386,-0.43419,0.00062,0.01963,-0.00014,-0.03120,3.61253,-0.21089,0.00021,0.00307,0.00022,-0.00403,-43.35109,0.18550,-0.00022,-0.00730,-0.00020,-0.01293,-34.42011,-0.48988,-0.00017,-0.00048,0.00018
VO_VO_0011082	1	-0.03552,-189.90374,-0.67433,-0.00074,-0.02050,-0.00041,0.10148,-37.20892,0.20441,-0.00015,-0.00189,-0.00030,-0.04263,60.38646,-0.30899,0.00052,0.01450,-0.00027,0.08207,28.66280,0.13231,0.00010,0.00898,-0.00006,-0.01940,-128.24695,-0.05985,-0.00056,-0.01747,0.00023,-0.01118,-15.73798,0.16566,-0.00019,-0.00742,-0.00013,-0.05716,67.71816,-0.38925,0.00028,0.00874,-0.00040,-0.05254,17.82035,0.13030,0.00004,-0.00100,0.00052,-0.02117,-67.52881,0.08945,-0.00031,-0.00973,-0.00049
VO_VO_0011083	1	-0.10033,-48.58714,-0.53960,-0.00015,-0.00415,-0.00005,0.06286,-23.57769,0.12268,0.00003,0.00463,0.00005,-0.03612,-76.50209,-0.60073,-0.00043,-0.00321,0.00004,0.01224,33.07538,0.35434,0.00036,0.00595,-0.00005,-0.00754,-48.71200,-0.11739,-0.00035,-0.00855,-0.00012,-0.02734,-0.91150,-0.24435,-0.00012,-0.00158,0.00001,-0.06832,-8.86445,-0.24927,0.00010,-0.00023,-0.00011,-0.02401,23.40476,-0.14284,0.00008,0.00130,0.00012,-0.01357,-67.01836,-0.19436,-0.00034,-0.00707,0.00007
VO_VO_0011084	1	0.04582,-110.87976,0.27008,-0.00050,-0.01139,-0.00011,0.09677,13.08876,0.16471,0.00048,0.01410,-0.00006,-0.01029,-118.98896,-0.33985,-0.00064,-0.00873,0.00007,0.00191,8.84066,0.11559,0.00004,-0.00159,-0.00014,-0.02103,11.54499,-0.13440,0.00010,-0.00117,-0.00015,-0.05249,-38.67604,0.02103,-0.00026,-0.01250,-0.00012,-0.02083,6.87429,-0.02671,0.00001,0.00026,-0.00003,-0.06400,-108.95013,-0.01838,-0.00067,-0.02159,-0.00009,0.06389,-93.72977,0.15427,-0.00039,-0.01215,-0.00014
VO_VO_0011178	1	-0.05618,-67.76799,-0.68358,-0.00053,-0.00955,-0.00009,-0.07664,-50.79231,-0.57853,-0.00019,-0.00135,-0.00008,-0.01490,41.57657,0.42160,0.00017,0.00358,0.00041,0.01945,58.05203,-0.19246,0.00043,0.01360,-0.00009,0.01102,-8.82315,0.09790,-0.00009,-0.00355,-0.00020,-0.12162,-22.98447,-0.83331,-0.00009,-0.00222,0.00005,0.10779,-45.94202,1.25059,-0.00034,-0.00915,0.00002,-0.00250,-66.62239,0.00062,-0.00029,-0.01413,0.00012,-0.04057,-90.52984,-0.38861,-0.00038,-0.01016,0.00003
VO_VO_0011180	1	-0.11501,-43.72174,-0.85046,-0.00008,-0.00325,-0.00013,0.13792,14.33191,0.68115,0.00013,0.00260,0.00046,-0.08727,-90.66604,-0.66522,-0.00051,-0.00902,-0.00008,0.03808,-100.13927,-0.02980,-0.00054,-0.01266,0.00019,-0.04395,52.96799,-0.23737,0.00036,0.00923,-0.00033,0.04886,92.72138,0.58217,0.00044,0.00661,-0.00009,-0.12876,-61.27955,-0.61821,-0.00041,-0.00935,-0.00008,0.05290,188.29224,0.14597,0.00135,0.02896,-0.00014,-0.03069,-111.63049,-0.51055,-0.00075,-0.01045,-0.00011
VO_VO_0011181	1	-0.01144,44.27475,-0.52604,0.00028,0.01033,-0.00017,-0.00864,-38.42118,-0.26169,-0.00018,-0.00387,-0.00014,-0.02333,-22.95503,-0.56311,-0.00003,0.00409,0.00011,-0.05056,40.84440,-0.51695,0.00030,0.00879,-0.00009,-0.05047,-25.62058,-0.09727,-0.00013,-0.00477,0.00019,-0.04121,-3.07746,-0.05686,-0.00002,-0.00319,-0.00017,0.01117,35.68468,0.45686,0.00024,0.00430,0.00029,0.03329,-10.89523,-0.09977,-0.00013,-0.00227,-0.00034,0.02086,-15.94464,-0.06653,-0.00016,-0.00137,-0.00019
VO_VO_0011182	1	0.03048,79.71426,0.25037,0.00057,0.01261,-0.00005,0.06304,-33.11352,0.67741,-0.00015,-0.00390,-0.00000,-0.00068,50.94555,-0.14439,0.00053,0.01537,0.00019,0.01607,84.89150,-0.00460,0.00053,0.01643,0.00006,-0.05487,116.40778,-0.29247,0.00072,0.01774,-0.00025,-0.06152,59.37777,-0.26597,0.00033,0.00941,-0.00018,-0.00013,56.95900,0.06144,0.00052,0.01349,-0.00015,-0.09634,39.38130,-0.78392,0.00025,0.00465,0.00000,0.02079,-17.97110,0.18679,-0.00022,-0.00556,-0.00000
VO_VO_0011184	1	-0.24703,-46.89952,-1.90223,0.00023,0.00724,-0.00033,0.14845,133.54032,1.05314,0.00066,0.01217,-0.00019,-0.00763,-82.71332,-0.36803,-0.00031,-0.00479,0.00030,-0.00993,-54.36196,0.30934,-0.00035,-0.01184,-0.00024,0.11198,-9.46524,-0.11280,0.00025,0.01500,-0.00002,0.08531,-18.20236,0.76608,-0.00013,-0.00353,-0.00006,-0.10549,30.04729,-0.90236,0.00002,0.00044,0.00044,-0.02096,103.92146,0.28938,0.00056,0.01084,-0.00036,0.12871,23.84947,-0.08730,0.00034,0.01667,-0.00070
VO_VO_0011185	1	0.07818,-118.60740,0.47540,-0.00059,-0.01127,-0.00039,0.02053,27.03174,0.09528,0.00018,0.00700,-0.00012,0.02902,78.97793,0.22995,0.00044,0.00993,0.00005,-0.00313,64.01742,0.15650,0.00039,0.00777,0.00004,0.03895,-98.39958,0.17031,-0.00045,-0.01030,-0.00002,-0.00801,-9.56356,-0.01071,-0.00004,-0.00471,0.00014,-0.00655,33.26214,0.11464,0.00017,0.00196,-0.00034,0.00216,-7.36185,0.15663,0.00005,0.00014,-0.00021,-0.00340,-66.07169,0.05472,-0.00060,-0.00988,0.00008
VO_VO_0011186	1	0.08968,-55.34276,0.07099,-0.00002,0.00328,-0.00014,0.02636,65.54591,-0.22597,0.00049,0.01489,-0.00005,0.26258,250.17376,1.04826,0.00175,0.05287,0.00029,0.11752,-23.30611,0.79075,-0.00016,-0.00338,0.00027,0.06844,-125.72960,-0.02252,-0.00038,-0.00840,-0.00018,0.05608,29.64943,0.24274,-0.00000,0.00631,0.00027,0.18144,12.85651,1.03677,-0.00019,-0.00368,-0.00018,0.17985,-14.61276,0.86832,-0.00003,0.00027,-0.00018,0.03787,68.90867,0.45215,0.00021,0.01401,0.00006
VO_VO_0011266	1	-0.04180,40.78268,-0.62902,0.00038,0.01260,0.00019,-0.11520,-31.55440,-0.81420,-0.00021,-0.00561,0.00005,-0.02477,1.56021,-0.33743,0.00006,0.00494,-0.00014,0.11426,-76.31697,0.15163,-0.00028,-0.00069,0.00006,0.02150,-44.32227,0.21173,-0.00038,-0.01073,-0.00005,-0.11952,-104.73837,-0.87505,-0.00066,-0.01742,-0.00011,0.01691,10.07397,0.31673,-0.00018,0.00063,0.00026,0.13813,63.72698,0.59437,0.00048,0.01418,0.00020,0.00810,-16.52240,0.31707,-0.00015,-0.00647,-0.00002
VO_VO_0011268	1	-0.12718,38.53555,-0.79432,-0.00014,-0.00234,-0.00029,0.00023,28.08499,-0.54002,0.00015,0.01213,0.00039,-0.02315,20.49427,-0.13134,0.00004,0.00352,-0.00025,0.16746,150.33472,1.05881,0.00069,0.02529,0.00039,-0.05508,59.59739,-1.02125,0.00031,0.01363,-0.00014,-0.02367,-17.76748,-0.08225,-0.00030,-0.00188,0.00025,-0.01012,25.29023,-0.09691,-0.00009,0.00295,-0.00001,0.07823,68.44824,0.54843,0.00060,0.01552,0.00057,-0.02164,8.25701,0.15920,0.00002,0.00229,0.00028
VO_VO_0011269	1	-0.03952,-30.22029,-0.66149,-0.00009,-0.00005,-0.00004,0.00055,-53.92260,-0.12768,-0.00037,-0.00899,-0.00012,0.09340,-126.18102,0.23898,-0.00049,-0.01172,0.00030,-0.14466,5.77218,-0.53831,0.00007,-0.00031,-0.00013,-0.07284,-47.96523,-0.40707,-0.00030,-0.01178,0.00009,-0.03825,-17.37333,-0.38733,-0.00006,0.00202,-0.00009,0.05565,14.46966,0.17286,-0.00008,0.00052,0.00010,0.01499,-21.78034,0.24164,-0.00009,-0.00094,0.00046,0.05327,-95.01163,0.23907,-0.00052,-0.01159,0.00013
VO_VO_0011270	1	-0.05656,23.45341,-0.45501,-0.00007,0.00533,0.00023,0.05129,-110.48069,-0.15252,-0.00069,-0.01648,0.00030,-0.07490,-193.80082,0.12981,-0.00161,-0.04482,-0.00004,-0.03582,168.72552,0.52285,0.00071,0.01844,-0.00009,-0.08678,64.05672,-0.57147,0.00058,0.01903,-0.00007,0.14240,-29.38708,-0.37719,0.00007,0.01138,-0.00025,0.09325,-20.19940,0.73386,-0.00032,0.00132,-0.00031,0.17627,126.77574,1.37369,0.00060,0.01485,0.00038,-0.14187,73.91019,-0.92305,0.00048,0.00898,0.00008
VO_VO_0011271	1	-0.03283,-172.53294,-0.74004,-0.00069,-0.02060,-0.00017,-0.08685,122.96039,-0.58032,0.00078,0.02154,-0.00013,0.10407,-42.69967,1.07274,-0.00039,-0.00957,0.00034,-0.00673,-50.73754,-0.49002,-0.00007,0.00063,0.00009,-0.03130,8.82946,-0.09996,0.00010,0.00285,0.00009,0.03014,-56.57809,0.17057,-0.00025,-0.00840,0.00001,-0.02937,14.27769,-0.21501,-0.00013,0.00030,-0.00023,0.01201,-102.39999,0.06362,-0.00048,-0.01450,-0.00052,-0.04082,-23.31591,-0.39800,-0.00031,-0.00410,0.00012
VO_VO_0011272	1	-0.09274,-12.27368,-0.49900,-0.00021,-0.00291,-0.00016,0.02761,-26.72921,-0.59046,0.00002,0.00128,0.00027,-0.08327,-12.74061,-0.34157,-0.00022,-0.00495,-0.00013,0.02678,39.37998,0.42298,0.00027,0.00014,0.00001,0.04404,8.14072,0.37840,0.00017,0.00391,0.00022,-0.04817,-39.07828,-0.63418,-0.00013,-0.00526,-0.00013,-0.06403,-3.76984,-0.66430,0.00007,0.00322,0.00041,0.06210,-61.21112,0.07499,-0.00041,-0.00991,0.00037,-0.08861,-0.39766,-0.15279,-0.00017,-0.00342,-0.00007
VO_VO_0011303	1	-0.09383,-24.90665,-0.69194,0.00001,0.00131,-0.00002,-0.06787,43.18174,-0.43017,0.00015,0.00406,-0.00010,0.02738,-21.44746,0.29888,-0.00021,-0.00480,0.00009,-0.01309,28.21147,-0.17868,0.00005,0.00528,-0.00012,-0.09413,-35.92067,-0.85739,-0.00015,-0.00457,0.00000,0.04121,-18.53814,0.02058,-0.00005,0.00339,-0.00007,0.05004,72.60133,0.44862,0.00035,0.00924,0.00012,-0.06929,-94.92407,-0.33366,-0.00054,-0.01466,-0.00021,-0.00442,-23.60531,0.21481,-0.00021,-0.00503,-0.00004
VO_VO_0011304	1	-0.13711,10.78329,-1.04974,0.00025,0.00522,-0.00047,0.06506,31.62166,0.15998,0.00008,0.00720,-0.00001,-0.01897,-76.28345,-0.26037,-0.00040,-0.00371,0.00027,-0.01903,12.46754,0.07545,-0.00018,0.00188,0.00027,0.09054,5.22477,0.44503,-0.00001,0.00251,0.00030,-0.08191,84.52748,-0.17778,0.00024,0.00062,-0.00011,0.00601,47.84355,0.05724,0.00041,0.00776,-0.00028,-0.02446,-94.32309,-0.17901,-0.00066,-0.01514,-0.00013,-0.00088,15.13380,0.23677,0.00018,0.00208,-0.00043
VO_VO_0011317	1	-0.06534,32.88481,-0.56323,0.00028,0.00769,-0.00014,0.01430,-30.08377,-0.07417,-0.00012,-0.00102,-0.00002,-0.05107,-84.44861,-0.57717,-0.00033,-0.00826,-0.00004,-0.04245,-42.79064,-0.66614,-0.00012,0.00023,0.00002,0.00050,-44.56506,-0.18989,-0.00016,-0.00364,-0.00008,0.00862,-20.54547,0.07295,-0.00002,-0.00213,0.00001,0.00708,5.50221,-0.06555,0.00004,0.00044,-0.00011,0.00209,33.96916,0.09472,0.00012,0.00380,-0.00004,-0.00913,14.13210,-0.24681,0.00014,0.00504,0.00002
VO_VO_0011321	1	-0.09182,31.44623,-0.44449,-0.00004,-0.00041,-0.00007,-0.12929,-64.39663,-1.53220,-0.00025,-0.00212,-0.00000,-0.02332,-70.42793,-0.00975,-0.00060,-0.01684,-0.00004,0.12203,-34.15078,0.98939,-0.00027,-0.00309,-0.00010,-0.14704,-40.26206,-1.18526,-0.00028,-0.00934,-0.00011,-0.08369,-72.93332,-0.66220,-0.00035,-0.01392,-0.00017,0.07720,64.46731,0.69473,0.00026,0.00524,0.00024,-0.02299,-11.90758,0.26914,-0.00020,-0.00698,0.00005,-0.05619,1.59764,-0.83558,0.00035,0.00796,0.00003
VO_VO_0011335	1	-0.03886,6.79900,-0.32121,-0.00004,0.00376,0.00028,-0.00762,25.37235,-0.18300,0.00032,0.00672,-0.00008,-0.01184,21.10534,-0.56706,0.00041,0.01356,0.00033,0.02397,43.49677,-0.14378,0.00032,0.00893,0.00010,-0.06383,-45.89786,-0.39892,-0.00018,-0.00618,-0.00036,-0.01216,50.20862,0.23866,0.00009,0.00318,-0.00016,0.00668,66.37181,-0.25415,0.00040,0.01381,0.00013,0.01796,35.57832,-0.21949,0.00022,0.00851,0.00028,0.01474,-23.14282,-0.27444,-0.00003,0.00102,-0.00003
VO_VO_0011336	1	-0.00655,-27.45899,-0.01483,-0.00022,-0.00179,0.00019,-0.10028,-38.95924,-0.72195,-0.00021,-0.00493,0.00009,0.05179,37.21294,-0.11169,0.00048,0.01853,0.00052,0.01492,35.59853,0.23807,0.00032,0.00931,-0.00010,-0.04428,-28.49956,-0.53028,-0.00010,0.00079,-0.00036,-0.07404,23.81186,-0.41987,0.00007,-0.00082,0.00017,0.06044,-31.15166,0.61309,-0.00002,-0.00217,-0.00008,-0.00761,-6.84227,0.06006,0.00005,-0.00305,-0.00023,-0.04011,-0.11584,-0.17117,-0.00013,-0.00792,0.00028
VO_VO_0011337	1	-0.12025,-51.05660,-0.59483,-0.00015,-0.01200,-0.00014,-0.22138,-78.22191,-1.94542,-0.00058,-0.01439,-0.00011,0.20355,109.03502,1.50243,0.00064,0.02280,0.00021,0.08326,-45.53306,0.81207,-0.00037,-0.00570,0.00012,-0.13387,-56.99306,-1.49519,-0.00049,-0.01175,-0.00001,-0.02652,-15.00914,-1.12611,0.00011,0.00603,-0.00019,0.15871,70.63019,2.07211,0.00040,0.00657,-0.00005,0.01243,-31.51496,0.38187,-0.00012,-0.00872,0.00017,-0.08067,163.71464,-0.71764,0.00084,0.01877,-0.00027
VO_VO_0011339	1	-0.02487,-26.02792,-0.20162,-0.00014,-0.00409,-0.00018,-0.06482,27.46073,-0.48291,0.00032,0.00488,-0.00009,0.02660,1.46081,0.04023,-0.00014,0.00004,0.00010,-0.05080,-86.45733,-0.28961,-0.00059,-0.01218,0.00015,-0.01964,49.90425,0.13954,0.00013,0.00558,0.00012,-0.04216,-105.18329,-0.47714,-0.00078,-0.01725,-0.00031,0.06369,-3.80649,0.32304,-0.00001,0.00326,-0.00011,0.03782,13.29188,-0.08171,0.00026,0.00730,0.00013,-0.04017,44.54397,0.10722,0.00037,0.00774,-0.00047
