protein	class	features
>TG_Phleumpratense(timothygrass)_1584	0	-0.00401,0.02712,0.07551,0.00325,-0.02020,0.00079,0.02778,0.08652,0.00540,0.00481,-0.00011,0.02904,0.06799,0.00506,-0.01098,0.00000,0.02469,0.11224,0.00604,0.01259,-0.00140,0.02477,0.07267,0.00555,-0.00486,0.00167,0.02594,0.08828,0.00338,-0.02036,-0.00137,0.02627,0.08819,0.00718,0.02191,0.00199,0.02773,0.11147,0.00288,-0.01201
>TG_Phleumpratense(timothygrass)_1585	0	0.01527,-0.00002,0.00505,-0.00045,0.02291,0.00380,0.01015,-0.01454,-0.01524,0.01500,0.00637,-0.02137,0.02907,-0.00175,0.00226,0.00432,0.00642,0.05967,0.00532,0.02265,-0.00501,-0.01331,-0.01162,0.01480,0.03366,-0.00591,0.00621,-0.03455,-0.00850,0.03039,-0.00513,-0.01000,0.07972,-0.01873,0.01971,-0.01189,0.00765,0.01771,0.01000,-0.00595
>TG_Phleumpratense(timothygrass)_1586	0	0.00509,-0.00920,0.05527,0.00969,0.01462,0.00932,-0.00844,0.02559,0.00391,-0.00973,0.00110,0.00073,0.00630,0.01907,-0.03160,0.01081,0.01412,0.01322,0.00744,-0.02034,-0.00654,-0.01046,0.03401,0.00233,0.00622,0.00701,0.01562,0.05945,0.01643,0.02230,-0.00248,0.00351,0.06927,0.00950,0.03100,0.01734,-0.00303,0.05167,-0.00518,-0.00198
>TG_Phleumpratense(timothygrass)_1587	0	0.00149,0.02421,0.01746,0.00789,0.00775,-0.00328,0.03171,-0.01573,0.00918,0.00615,0.01637,0.00477,-0.01950,0.00715,0.00216,-0.00717,-0.00674,-0.03651,0.00658,-0.00788,-0.01607,-0.01741,0.00699,0.02259,-0.00734,0.00575,-0.03394,0.02007,0.00647,-0.01928,-0.01477,-0.01102,0.01450,0.01005,0.00891,-0.01211,-0.02653,-0.00027,0.01168,0.00283
>TG_Phleumpratense(timothygrass)_1588	0	-0.00141,0.01765,0.02103,-0.00523,-0.00627,-0.02367,-0.01404,0.00549,-0.02394,0.01867,0.00283,-0.01275,0.03297,-0.00845,0.01529,0.01589,-0.03465,-0.00478,0.04027,-0.02161,0.00120,-0.03900,-0.00339,0.00730,0.00744,-0.04592,0.01093,0.03680,-0.04757,-0.00176,0.00102,0.03028,0.00503,0.00146,-0.00840,0.01726,0.01343,0.00070,0.01371,0.01051
>TG_Phleumpratense(timothygrass)_1589	0	0.00350,0.00742,0.07004,0.00924,-0.00568,0.00133,0.01217,0.06138,0.00730,0.02646,0.00064,0.01679,0.04770,0.00511,0.00143,0.00090,0.01485,0.08885,0.00559,0.01407,0.00157,0.01455,0.11643,0.00641,-0.00951,0.00220,0.01327,0.08125,0.00809,0.00657,0.00188,0.01348,0.11644,0.00718,-0.00978,0.00274,0.01168,0.07121,0.00945,0.01086
>TG_Phleumpratense(timothygrass)_1590	0	0.00235,0.02264,0.03781,-0.00095,0.00082,-0.02153,0.01652,0.00476,0.00318,0.01008,-0.01085,0.02789,0.00855,0.00576,-0.02015,0.00867,0.03782,0.01431,0.00069,0.00400,0.00961,0.02203,0.01615,0.00729,-0.01044,-0.02810,0.01419,0.01498,0.00087,-0.00192,-0.00773,0.02730,0.01064,0.00945,-0.01849,0.01369,0.05407,0.00813,-0.00122,-0.00747
>TG_Phleumpratense(timothygrass)_1591	0	-0.00053,0.02744,-0.02143,0.00847,0.01573,0.00084,0.03269,-0.05769,0.00796,0.00882,0.01158,0.04872,0.04995,0.01037,0.03480,-0.00032,0.03112,0.02263,0.01033,-0.00247,0.00076,0.03287,-0.03705,0.00815,0.00252,0.01078,0.04290,0.01831,0.01256,0.02074,0.00220,0.03301,-0.09529,0.00836,0.00085,-0.00114,0.03052,0.03470,0.00973,0.01194
>TG_Phleumpratense(timothygrass)_1592	0	-0.01728,-0.00351,-0.00255,-0.00022,0.00322,-0.01154,0.01595,-0.01362,0.00185,0.00489,-0.00280,-0.00477,0.01095,0.01103,0.01067,0.01618,0.00226,-0.03126,-0.00541,-0.01414,-0.02021,-0.00470,-0.00158,0.00777,0.00268,0.00305,0.00011,0.00996,-0.00286,0.00689,0.00995,0.00590,0.00736,-0.00209,-0.00950,-0.00089,-0.00967,0.01835,0.00138,-0.00801
>TG_Phleumpratense(timothygrass)_1593	0	-0.01141,0.01838,0.01863,0.00679,0.00418,0.00789,-0.00698,-0.00005,0.00227,-0.01543,0.02355,0.04098,0.02155,-0.00085,-0.00131,-0.01028,0.03109,0.00189,0.00213,0.00964,0.00175,0.00587,-0.00953,0.00160,0.00792,0.00690,-0.01882,0.00548,0.00239,-0.01412,0.00169,0.02127,-0.02225,-0.01065,-0.02112,-0.01222,0.05052,-0.02405,-0.00611,0.00603
>TG_Phleumpratense(timothygrass)_1594	0	-0.00359,0.04502,0.04981,0.00809,-0.00906,0.00644,0.01498,0.01594,0.00262,-0.01323,0.00076,0.02344,0.05983,0.00216,0.01189,-0.00188,0.03158,0.04642,0.00604,0.00839,0.00022,0.02772,0.00920,0.00555,-0.00461,0.00107,0.02833,0.04071,0.00456,-0.01013,0.00840,0.05118,0.04388,0.00930,0.01348,0.00645,0.05758,0.00793,0.00670,0.00370
>TG_Phleumpratense(timothygrass)_1595	0	-0.00405,-0.00360,0.00710,0.01777,-0.00389,0.00824,-0.00632,-0.02901,0.00755,-0.00132,0.00169,0.02414,-0.00184,0.00665,-0.00834,0.01090,-0.00510,0.04699,0.01094,0.00383,-0.00420,-0.00728,0.00988,0.01207,0.02483,-0.00410,-0.00578,-0.03099,0.00812,-0.00378,0.00367,-0.00196,0.00596,0.00621,-0.00125,-0.00051,-0.01873,0.05799,0.00317,-0.01350
>TG_Phleumpratense(timothygrass)_1596	0	-0.00902,-0.00760,0.00466,0.01556,0.00951,0.00685,-0.01060,0.00352,-0.00011,-0.01233,-0.02060,0.02080,0.00551,-0.01199,0.00669,0.01085,0.02802,-0.00102,-0.00578,0.00701,-0.03448,-0.01037,-0.01239,-0.00288,-0.00444,0.00702,0.05784,-0.01054,0.00245,0.01631,0.00586,-0.00647,-0.00965,0.00066,0.02457,0.02053,-0.03435,-0.02901,-0.00362,0.00170
>TG_Phleumpratense(timothygrass)_1597	0	-0.01018,0.02493,-0.02389,-0.00090,0.02088,0.01110,0.04440,-0.02678,0.00999,0.01435,0.00107,0.04679,0.06799,0.00604,0.03047,0.00575,0.03161,-0.02324,0.01118,0.02394,0.00489,0.03377,-0.02565,0.00095,0.02305,0.00606,0.04235,0.00172,0.00976,0.02393,0.00178,0.03743,-0.00625,0.00498,0.02685,0.00447,0.02549,0.01854,-0.00070,0.01722
>TG_Phleumpratense(timothygrass)_1598	0	0.00927,-0.00481,-0.01478,-0.01910,-0.01639,-0.02367,0.00573,-0.01955,0.01717,-0.00439,-0.00817,-0.01007,-0.02030,-0.01759,0.00129,0.02352,0.01172,0.00704,0.01518,-0.00674,0.00783,-0.01240,0.04170,-0.01497,0.02787,-0.03590,0.00389,-0.06154,0.01385,-0.03211,-0.03192,-0.01116,-0.00722,-0.01848,0.01419,0.00743,0.00772,-0.00764,0.00328,0.00638
>TG_Phleumpratense(timothygrass)_1599	0	-0.00130,-0.02274,0.00084,-0.00010,0.01932,-0.01098,-0.00125,-0.02277,-0.01096,-0.00801,-0.02295,0.00807,0.02932,-0.01105,0.00004,0.02583,-0.02487,-0.01698,0.00656,0.00448,0.01016,0.01473,-0.03757,0.01511,0.01239,0.00482,-0.01489,0.04072,0.00093,0.00568,-0.00927,0.01303,-0.00401,-0.01013,-0.01751,-0.00714,0.02130,-0.04290,-0.01169,-0.00662
>TG_Phleumpratense(timothygrass)_1600	0	-0.00707,-0.00906,0.01743,0.01318,0.02062,-0.00240,0.01818,0.03344,0.00777,-0.00400,0.01274,-0.01433,0.02764,0.00319,-0.01397,-0.04569,-0.00148,0.00210,-0.00042,-0.02882,-0.00109,-0.02853,0.02392,-0.00357,-0.02483,0.00016,0.01123,0.01105,0.00109,-0.00798,-0.00991,-0.02448,0.00258,0.01708,0.01059,0.05802,0.00391,0.06086,0.02111,0.02842
>TG_Phleumpratense(timothygrass)_1601	0	-0.00787,-0.00605,0.00096,-0.00483,0.01653,-0.00942,0.00250,0.01458,0.00213,0.00380,0.00313,-0.01954,0.01840,-0.00758,-0.00189,0.00859,0.00188,0.02792,0.00091,-0.00516,-0.00475,0.00579,0.01204,0.00497,-0.00117,-0.04061,0.00212,0.00327,-0.00136,0.03394,0.01502,-0.02999,0.05148,0.00488,0.02394,-0.00659,-0.00496,-0.01597,-0.00795,0.01113
>TG_Phleumpratense(timothygrass)_1602	0	0.01728,0.00377,0.02603,0.00974,0.00241,0.00414,-0.01505,0.01287,-0.00251,-0.01081,0.00927,0.02869,0.02553,-0.01627,0.00576,0.00104,0.00813,0.04150,-0.00775,0.00661,0.01022,-0.00164,0.03980,0.00020,-0.00653,0.01742,-0.02531,0.01708,0.00866,-0.00062,0.02225,-0.00951,0.03106,0.01932,0.00585,0.01191,-0.04154,0.04412,0.01275,0.00342
>TG_Phleumpratense(timothygrass)_1603	0	0.01790,-0.03756,0.03014,0.00221,0.01919,0.01170,0.04012,0.02265,-0.00935,0.00544,0.01839,-0.01116,0.00555,-0.00016,0.00261,0.02268,0.01990,-0.00970,0.00385,0.01676,0.02003,0.04529,0.01467,0.00882,0.03003,0.01886,-0.01389,0.01568,0.00141,0.02175,0.02858,0.04093,-0.00496,-0.00278,-0.00352,0.02587,-0.01780,0.02508,0.00042,-0.00798
>TG_Phleumpratense(timothygrass)_1604	0	-0.01046,0.00314,0.00344,-0.00208,0.01500,0.01409,-0.00242,0.02797,-0.00329,0.00855,0.00592,-0.03698,0.01412,-0.00373,0.02891,0.00286,-0.00890,-0.00424,0.00240,0.00868,0.01696,-0.00778,-0.00444,-0.00122,-0.02954,-0.00356,0.04169,0.00288,-0.00135,-0.01828,-0.00375,-0.00091,0.03017,-0.01116,0.01138,0.02523,0.01344,0.00361,-0.01261,-0.01873
>TG_Phleumpratense(timothygrass)_1605	0	0.02508,0.01108,0.03125,0.01150,0.00571,0.02370,0.01053,0.04311,-0.01432,-0.00316,0.02622,0.00724,0.02732,-0.00576,-0.01796,0.02587,0.01087,0.02844,-0.01782,0.02353,0.00925,0.00823,0.03036,-0.01104,0.00312,0.00808,0.00696,0.04521,0.04464,0.00940,0.00589,0.00425,0.04606,0.01492,-0.02220,-0.01148,0.00926,0.02465,-0.01763,-0.00204
>TG_Phleumpratense(timothygrass)_1606	0	-0.03153,0.00420,-0.00494,0.00247,0.00532,0.00527,-0.02150,-0.01982,0.00932,-0.00007,0.03386,-0.01042,0.00234,0.00086,-0.01101,-0.04124,-0.01109,0.00636,0.00579,-0.00305,0.04040,0.00738,-0.00394,0.00191,-0.01219,-0.00930,0.00427,0.00678,0.00546,0.00099,-0.00781,0.00118,0.01286,0.00450,0.00040,0.04080,0.02074,-0.02397,0.00548,0.01361
>TG_Phleumpratense(timothygrass)_1607	0	0.01712,0.00737,0.00045,-0.00044,0.02099,0.01743,0.00662,0.01943,-0.00186,-0.00047,0.02015,-0.00610,0.06254,0.00198,0.01296,0.01431,0.03682,-0.01617,-0.00471,0.01594,0.01832,0.01757,0.04341,0.00353,-0.00498,0.01885,-0.03048,0.04623,0.00007,-0.00601,0.01885,-0.01221,0.00853,0.00785,0.00522,0.02238,-0.01380,0.03135,-0.00172,0.01988
>TG_Phleumpratense(timothygrass)_1608	0	-0.01049,-0.00240,0.00478,0.01171,0.00996,-0.02122,0.00716,0.00474,0.00693,-0.00293,0.02706,-0.01512,0.01519,0.01229,-0.00039,-0.01461,-0.00742,-0.00817,0.01083,0.00451,-0.02002,0.01253,-0.00519,0.01317,-0.01599,0.03091,0.00812,0.01488,0.01452,-0.01239,-0.00671,0.02202,-0.01186,0.00401,-0.03305,-0.01806,0.00568,-0.01477,0.00132,-0.01485
>TG_Phleumpratense(timothygrass)_1609	0	0.00121,0.01318,0.01563,-0.00806,0.00009,0.00008,0.01699,-0.00467,0.00057,0.00580,-0.00557,0.01154,-0.00972,0.01068,-0.00443,-0.01249,0.01066,0.01166,-0.00436,-0.00072,-0.01103,0.01037,-0.01982,0.00299,-0.00144,-0.00678,0.01470,-0.02254,-0.00064,-0.01088,0.00570,0.00761,-0.04074,0.00123,0.01356,0.01270,0.04127,-0.02055,-0.00019,-0.00668
>TG_Phleumpratense(timothygrass)_1610	0	0.00815,0.00557,0.01685,0.01078,-0.00361,-0.01622,-0.00096,0.01536,0.00127,-0.01718,0.00949,0.00964,0.04289,-0.00119,0.00646,0.01334,0.02051,0.02891,0.00680,-0.00174,0.00232,-0.00178,0.01796,0.00807,-0.00297,0.01065,-0.00051,0.03338,0.00297,0.01706,0.00723,0.00259,0.04072,0.00427,-0.00166,-0.00857,-0.04609,0.01455,0.01157,-0.02230
>TG_Phleumpratense(timothygrass)_1611	0	-0.00934,0.02886,-0.01262,-0.00221,0.00363,0.00872,0.03393,-0.01477,0.00743,-0.00569,-0.00504,0.04262,-0.00810,0.00094,0.01332,0.01365,0.03156,-0.01619,0.00781,0.01689,0.00236,0.00783,0.03228,0.00061,0.00352,0.00362,0.04543,0.00144,0.00283,0.01542,-0.00469,0.04071,0.00432,0.00687,0.02442,0.00615,0.02601,0.05737,-0.00353,-0.00044
>TG_Phleumpratense(timothygrass)_1612	0	0.00391,-0.01505,0.02516,0.00570,0.00140,-0.00191,-0.00037,0.00218,0.00687,-0.01092,0.02024,0.01685,0.06260,-0.00070,0.02302,0.00326,-0.01056,0.08135,0.00639,0.00858,-0.00997,-0.00943,0.02494,-0.01142,-0.01733,0.00744,0.00235,0.01426,-0.00493,0.00898,0.00610,-0.02359,0.07828,0.00206,0.03166,-0.01512,0.00961,0.05732,-0.00388,-0.00810
>TG_Phleumpratense(timothygrass)_1613	0	0.01440,-0.02689,0.01636,0.00379,-0.00165,0.01470,0.01930,-0.00259,-0.03602,0.00497,0.02375,-0.01742,0.00683,-0.01013,0.01017,0.03095,0.02973,0.00154,0.01207,-0.00163,0.00226,-0.00627,0.00072,0.02407,-0.03503,0.02198,-0.00311,0.00406,-0.01401,-0.02615,0.01492,-0.02924,0.00288,-0.01950,-0.00833,0.01907,0.00324,-0.00329,0.00726,-0.02090
>TG_Phleumpratense(timothygrass)_1614	0	-0.00076,-0.02681,-0.00612,0.01998,-0.02056,-0.00436,0.01199,-0.00364,0.02314,0.00966,-0.00208,0.00760,-0.04589,0.02866,0.00331,-0.00412,-0.01793,0.00242,0.01627,-0.02076,0.01970,0.00313,0.01774,0.01282,0.03770,0.00708,0.00016,0.03221,0.03546,0.00309,-0.02167,-0.01321,0.01351,0.01700,-0.01337,-0.00876,0.00591,0.00836,0.02346,0.02039
>TG_Phleumpratense(timothygrass)_1615	0	0.00812,0.00043,-0.01082,0.01323,-0.00190,-0.01561,0.01888,-0.00574,0.00893,-0.02427,-0.00429,0.01797,-0.00104,0.01941,0.00831,0.02023,0.02463,-0.01800,0.01489,-0.00167,0.00956,0.01633,0.02451,0.01427,-0.00461,-0.01088,0.01492,-0.03675,0.02090,0.01049,-0.01121,0.01779,-0.02795,0.01398,0.01216,0.00019,0.01241,-0.00326,0.01430,-0.02449
>TG_Phleumpratense(timothygrass)_1616	0	0.02719,-0.00374,-0.00081,0.02513,0.00431,0.01214,-0.00507,-0.00484,0.02462,0.00766,0.00201,-0.00094,0.02068,0.03180,0.00225,0.04303,-0.00990,0.00893,0.03148,-0.01936,0.03563,0.00825,0.01355,0.04525,-0.00435,0.01571,0.00418,0.01209,0.01648,-0.03084,0.00227,-0.00079,-0.00081,0.02266,-0.00961,0.02193,-0.00098,0.02758,0.03155,-0.00910
>TG_Phleumpratense(timothygrass)_1617	0	0.00854,-0.00679,0.01941,0.00360,0.01655,-0.01698,-0.00937,0.01297,-0.00920,0.01690,-0.01194,-0.00441,0.00382,-0.00856,0.00410,0.00983,0.00207,0.01306,-0.01310,-0.00359,0.01351,0.01478,0.01804,0.01173,-0.00767,0.02760,-0.00138,0.00902,0.00303,-0.02637,0.02717,-0.00293,-0.01025,0.02001,-0.01557,-0.02297,-0.01022,-0.03081,0.01835,-0.00264
>TG_Phleumpratense(timothygrass)_1618	0	-0.00035,-0.00394,0.02219,0.01734,-0.01238,-0.02942,-0.00385,-0.00287,0.00449,-0.00346,0.01193,-0.01023,-0.01156,-0.00601,0.01161,-0.00049,0.01113,-0.02422,-0.01561,-0.00295,-0.01877,-0.00167,-0.01187,-0.01391,-0.00524,-0.00287,0.00340,-0.00128,-0.00829,-0.00371,0.00169,-0.00999,0.01788,-0.00289,-0.00713,-0.02478,0.00412,0.02787,0.00573,0.01239
>TG_Phleumpratense(timothygrass)_1619	0	0.00608,0.02999,0.02326,0.00899,-0.00078,-0.01155,0.00609,-0.00906,-0.00130,-0.01186,-0.01139,-0.00485,0.00725,0.02196,0.00309,-0.00863,-0.01500,0.00917,0.01813,-0.01687,0.00013,-0.01551,-0.00047,0.00500,0.02016,0.00759,-0.01939,-0.00523,0.00014,0.03730,0.01023,-0.03216,0.03194,0.01854,-0.01894,0.00248,-0.03064,0.01821,0.01689,0.00868
>TG_Phleumpratense(timothygrass)_1620	0	-0.00395,-0.00064,0.01028,0.01026,-0.00997,-0.00309,0.01178,0.00170,0.01154,-0.02658,0.00910,-0.00799,0.00285,0.00096,0.01925,-0.02136,-0.01756,0.01436,0.00691,-0.00150,-0.01759,0.00477,0.02550,0.00509,-0.01481,0.00636,-0.00677,0.00888,0.02030,-0.01006,0.00470,0.02095,0.01365,0.00601,-0.00476,-0.00923,-0.02731,-0.00026,-0.00418,0.02381
>TG_Phleumpratense(timothygrass)_1621	0	-0.00404,0.01304,0.01556,0.00612,-0.00331,-0.02020,0.00473,0.00795,0.00186,0.02145,0.00096,0.00627,0.00452,-0.00289,-0.00451,-0.00124,0.00048,0.01657,0.00479,0.00256,0.01232,0.00733,0.00278,0.00610,-0.00730,-0.00928,0.00544,0.01989,0.00050,-0.01424,-0.00241,-0.01138,0.02983,-0.00607,-0.00452,0.01005,0.00667,0.03471,-0.01939,-0.01580
>TG_Phleumpratense(timothygrass)_1622	0	0.02091,-0.01723,-0.00342,0.01594,0.00005,0.00336,0.02291,0.00178,-0.02346,0.00610,0.00011,-0.02769,0.00074,-0.01277,-0.00700,0.01614,-0.01104,0.01288,0.02648,0.00246,0.03487,-0.01078,-0.00195,0.00627,-0.00443,0.04506,-0.03457,0.00470,-0.02525,0.00739,0.01192,0.02584,0.00339,-0.01419,0.00215,-0.00191,-0.04100,0.00378,0.00985,0.00525
>TG_Phleumpratense(timothygrass)_1623	0	0.01006,0.00645,-0.00423,0.00369,0.01335,-0.01729,0.00476,-0.02380,-0.01518,0.01036,-0.00955,-0.01050,-0.01943,-0.01309,0.00060,-0.01427,-0.00404,0.03333,0.00601,0.01485,-0.00819,-0.01170,0.00460,-0.00910,-0.01262,-0.00157,-0.02084,-0.01100,0.02749,-0.05093,-0.01366,0.01780,0.00348,0.01730,-0.02442,0.01207,0.00158,0.03180,-0.01010,-0.01234
>TG_Phleumpratense(timothygrass)_1624	0	0.01729,-0.00598,-0.02299,-0.00620,0.00455,0.01108,0.00736,-0.00301,-0.01848,0.01813,0.00837,-0.00814,0.00634,0.01138,-0.01274,-0.00696,0.00074,0.03387,-0.00136,0.02952,-0.02133,-0.01681,-0.02751,0.00668,0.00764,-0.04050,0.00536,-0.00810,0.00245,0.02529,-0.01257,-0.00882,0.06259,-0.02476,0.00391,-0.02303,0.01621,0.00890,0.01343,0.01229
>TG_Phleumpratense(timothygrass)_1625	0	-0.01141,0.01586,0.01277,-0.00085,0.01456,0.00461,0.03172,0.00702,0.00359,0.02068,-0.01765,0.01001,0.03065,0.00727,0.03098,0.01236,0.01950,-0.02090,0.00908,0.00939,-0.00713,0.01772,-0.00350,0.00403,0.02058,0.01347,0.00981,0.02951,0.00696,0.02420,-0.00736,0.01893,-0.06084,0.01391,0.01605,-0.00416,-0.00653,0.02670,0.00585,-0.00543
>TG_Phleumpratense(timothygrass)_1626	0	0.01742,0.01573,-0.01178,-0.01221,-0.00093,0.01733,0.00815,-0.00004,-0.00721,-0.00309,0.00912,0.03079,-0.00123,0.01133,0.00775,-0.00447,0.05075,0.01389,-0.01321,0.00573,0.02484,0.02288,-0.01738,0.01388,0.00454,0.01070,0.00421,-0.00586,0.00113,-0.00756,0.00165,0.03829,-0.00447,-0.01143,-0.01009,0.00213,0.05408,-0.00167,0.01183,0.01535
>TG_Phleumpratense(timothygrass)_1627	0	0.02211,0.01608,-0.00904,0.00247,-0.00850,0.00540,0.00391,-0.00284,-0.01971,0.00041,-0.02042,-0.00434,0.01397,0.00025,-0.00340,-0.03075,-0.01376,-0.00096,0.01483,0.01721,-0.01097,0.04196,0.00083,0.00462,-0.01171,-0.00107,0.03361,0.00718,-0.01666,-0.01155,0.03448,0.00589,0.02797,0.00144,0.01251,0.03327,0.00831,-0.02349,0.02722,0.00888
>TG_Phleumpratense(timothygrass)_1628	0	-0.03500,0.00026,0.00174,0.01998,0.00153,0.03524,-0.02732,0.02116,0.02005,-0.02143,-0.02833,0.01593,0.01729,0.01966,0.01393,0.02720,-0.00373,-0.01611,0.01751,0.00533,-0.02760,-0.01443,0.00117,0.03457,-0.02903,0.02652,0.03702,-0.03558,0.02086,-0.00063,-0.02848,0.01273,-0.00110,0.02791,0.01229,0.02152,-0.01155,-0.01599,0.01601,0.01668
>TG_Phleumpratense(timothygrass)_1629	0	0.00348,-0.00312,0.00307,0.00376,-0.00103,0.00532,-0.01744,-0.02879,0.00133,-0.00007,-0.00357,0.01183,-0.00458,0.00315,0.00375,-0.00260,0.01354,0.03949,-0.01531,0.00643,0.01037,-0.03129,0.01799,-0.00155,0.02612,-0.01477,-0.01182,-0.04099,-0.00765,-0.01192,-0.00666,0.02305,0.00375,-0.00305,0.00077,-0.01886,-0.00956,0.05198,0.01781,0.01378
>TG_Phleumpratense(timothygrass)_1630	0	-0.01737,-0.00195,0.00755,0.02144,0.00046,0.00503,-0.00713,0.00129,0.02067,-0.00031,0.01530,-0.00720,0.02502,0.01801,0.01147,-0.02575,0.00746,0.01530,0.01484,0.00496,0.02340,0.01077,0.02072,0.01449,0.02402,-0.00670,0.00185,0.01915,0.01117,0.01540,-0.01338,-0.00521,-0.00407,0.01697,0.00058,0.00402,-0.00506,0.01693,0.00979,-0.01029
>TG_Phleumpratense(timothygrass)_1631	0	-0.01402,-0.00931,0.00846,0.00831,0.02117,0.01581,-0.00217,0.01113,0.00478,0.01963,-0.00544,0.00485,-0.03064,0.01217,0.01021,-0.00820,0.00298,-0.01484,0.01069,-0.01437,0.00499,-0.00695,0.01371,0.01929,-0.01338,-0.01813,-0.00593,0.04527,0.00390,-0.03886,0.00525,-0.00060,0.01231,0.01381,-0.04187,-0.01682,0.00167,0.02620,0.02151,-0.01422
>TG_Phleumpratense(timothygrass)_1632	0	-0.01192,-0.00695,-0.01338,0.00944,0.00819,-0.01973,0.00390,-0.01620,-0.00319,0.01114,0.01575,-0.01068,0.00605,-0.00401,-0.00560,0.01003,0.00142,0.01049,0.00546,0.01545,-0.00494,0.01037,-0.01914,0.00277,-0.02532,0.00806,-0.00244,-0.03249,0.00211,0.00267,-0.03884,0.01619,0.03108,0.00036,-0.00492,0.03214,-0.01992,-0.01109,0.01384,0.01027
>TG_Phleumpratense(timothygrass)_1633	0	-0.02226,0.00107,-0.00289,0.00396,0.00996,-0.01000,-0.01274,0.00909,0.01372,0.00999,0.00446,-0.01590,-0.00019,0.02018,0.02911,-0.01709,0.00096,0.00577,0.00363,-0.00357,0.03720,0.01507,0.00497,0.01769,0.01710,-0.02012,-0.00039,-0.00360,0.00664,0.03428,-0.01045,-0.00524,0.00736,0.01040,0.00351,0.01344,-0.01253,0.00150,0.01798,0.00779
>TG_Phleumpratense(timothygrass)_1634	0	0.01362,0.00064,0.00500,0.00983,-0.00351,-0.00930,0.00463,0.03593,-0.00633,-0.01764,-0.02486,0.02260,0.03086,-0.01437,0.01086,-0.02623,0.01717,0.00404,-0.00710,0.00311,-0.00829,0.01457,0.01473,0.00340,-0.00484,0.00449,-0.00045,0.00570,0.00541,0.00541,0.03046,0.02149,-0.00965,0.00035,0.00624,0.02557,0.00712,0.02790,-0.00030,-0.01466
>TG_Phleumpratense(timothygrass)_1635	0	0.00823,0.00624,0.02199,-0.00077,0.00050,-0.02835,0.00599,-0.00086,0.00961,-0.02926,-0.01272,0.00443,0.01619,0.00165,-0.00518,0.01617,0.00148,0.04242,0.00491,0.02855,-0.00033,-0.00590,0.02587,0.00318,0.00268,-0.02417,0.00405,-0.00066,0.01151,-0.02935,0.00268,-0.00012,0.02483,0.00646,-0.00280,0.03841,0.01401,0.03900,0.01177,0.03335
>TG_Phleumpratense(timothygrass)_1636	0	0.00036,0.03949,-0.04108,0.00542,-0.00450,-0.00604,0.01105,0.00959,0.00601,0.00038,0.01350,0.00499,0.01061,0.00450,-0.00565,-0.01050,0.00441,-0.00254,0.00886,0.00456,0.00033,0.00614,0.00854,-0.00150,-0.02108,0.01840,-0.03524,-0.04431,-0.00198,0.01040,-0.00155,-0.02963,0.06340,0.00343,0.01724,-0.02262,0.00374,-0.05620,0.00867,0.00764
>TG_Phleumpratense(timothygrass)_1637	0	-0.00911,-0.00085,0.00281,-0.01202,-0.00005,-0.00852,0.00320,-0.01324,0.00500,0.00682,0.01088,-0.02469,0.00831,-0.02022,-0.00087,-0.00926,0.01299,0.03640,-0.01207,0.00897,0.00506,-0.01362,0.00439,0.02699,0.00784,-0.00651,0.00962,-0.01746,-0.00243,-0.01837,-0.00421,-0.00395,0.00221,0.01626,-0.03291,0.02261,0.02809,0.01034,-0.01508,-0.00007
>TG_Phleumpratense(timothygrass)_1638	0	-0.00668,0.00170,-0.00158,0.00091,-0.01223,0.00684,0.02096,0.00103,0.00712,0.01877,0.00765,0.01509,-0.00492,0.00180,-0.01557,-0.00207,0.00124,-0.01094,0.00220,-0.00292,-0.00296,0.02707,0.03722,0.00761,0.00904,-0.00600,-0.00234,-0.03096,-0.00170,0.00195,0.00500,0.02603,0.01878,0.01478,0.03706,0.00367,0.01692,-0.00202,0.00235,-0.02952
>TG_Phleumpratense(timothygrass)_1639	0	0.02016,0.01058,0.02095,0.00662,-0.00723,0.01500,-0.01566,-0.01067,0.00230,-0.01855,0.01383,0.02450,-0.01015,-0.00387,0.01473,0.01695,0.03234,0.03130,-0.00563,-0.00985,0.02445,0.02184,0.04737,-0.00512,-0.00783,0.02383,-0.02607,0.01850,0.00615,-0.01370,0.02106,0.00974,-0.00835,0.00968,0.02679,0.01241,0.02313,0.03745,0.01560,0.01537
>TG_Phleumpratense(timothygrass)_1640	0	-0.00547,0.01624,-0.01409,0.00860,0.00456,-0.00035,0.01593,-0.00914,0.00686,-0.01106,0.02266,-0.00326,-0.00198,-0.00019,0.01178,-0.01129,-0.00513,-0.01201,0.00759,-0.01081,-0.00494,-0.00203,0.04700,0.02514,-0.02948,0.01865,0.00153,-0.03650,0.01244,-0.01181,-0.01540,-0.00107,-0.01049,0.00971,-0.00500,0.00321,-0.00677,0.00737,0.00092,0.02060
>TG_Phleumpratense(timothygrass)_1641	0	0.00052,0.01558,0.00868,0.00704,-0.00607,-0.00839,0.00264,0.02160,-0.00920,-0.02883,0.00357,0.00739,0.02178,-0.01531,0.01624,0.00392,-0.01040,0.04192,-0.00908,0.00485,-0.00780,-0.01054,0.01700,0.01079,-0.01094,0.00270,0.00482,0.02861,0.01259,0.02226,-0.00224,-0.01232,0.02707,0.00696,-0.01236,0.01117,-0.02773,0.01196,-0.00490,-0.03820
